step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,396,sequential,0,0,0
1000,396,sequential,0.35,0,0
1825,396,sequential,1,0,0
3650,396,sequential,1,0.99,0
5000,396,sequential,1,1,0.1
7300,396,sequential,1,1,0.76
10000,396,sequential,1,1,0.96
