step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,378,sequential,0,0,0
1000,378,sequential,0,0,0
1825,378,sequential,1,0,0
3650,378,sequential,1,0,0
5000,378,sequential,1,0.96,0
7300,378,sequential,1,1,0.01
10000,378,sequential,1,1,0.75
