step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,989,sequential,0,0,0
1000,989,sequential,0,0,0
1825,989,sequential,1,0,0
3650,989,sequential,1,0.72,0
5000,989,sequential,1,1,0
7300,989,sequential,1,1,0.6
10000,989,sequential,1,1,0.95
