step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,152,sequential,0.45,0,0
1000,152,sequential,1,0,0
1825,152,sequential,1,0,0
3650,152,sequential,1,1,0
5000,152,sequential,1,1,0.84
7300,152,sequential,1,1,1
10000,152,sequential,1,1,1
