step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,119,sequential,1,0,0
1000,119,sequential,1,0,0
1825,119,sequential,1,1,0
3650,119,sequential,1,1,1
5000,119,sequential,1,1,1
7300,119,sequential,1,1,1
10000,119,sequential,1,1,1
