step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,924,sequential,0.14,0,0
1000,924,sequential,1,0,0
1825,924,sequential,1,0,0
3650,924,sequential,1,1,0.06
5000,924,sequential,1,1,0.6
7300,924,sequential,1,1,0.89
10000,924,sequential,1,1,1
