step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,861,sequential,1,1,0
1000,861,sequential,1,1,0
1825,861,sequential,1,1,1
3650,861,sequential,1,1,1
5000,861,sequential,1,1,1
7300,861,sequential,1,1,1
10000,861,sequential,1,1,1
