step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,837,sequential,0,0,0
1000,837,sequential,0.03,0,0
1825,837,sequential,1,0,0
3650,837,sequential,1,0.99,0
5000,837,sequential,1,1,0
7300,837,sequential,1,1,0.88
10000,837,sequential,1,1,1
