step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,166,sequential,0,0,0
1000,166,sequential,0,0,0
1825,166,sequential,1,0,0
3650,166,sequential,1,0.79,0
5000,166,sequential,1,1,0.01
7300,166,sequential,1,1,0.4
10000,166,sequential,1,1,0.81
