step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,503,sequential,0,0,0
1000,503,sequential,0,0,0
1825,503,sequential,0.97,0,0
3650,503,sequential,1,0,0
5000,503,sequential,1,0.95,0
7300,503,sequential,1,1,0.07
10000,503,sequential,1,1,0.79
