step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,840,sequential,1,0,0
1000,840,sequential,1,0.94,0
1825,840,sequential,1,1,0.66
3650,840,sequential,1,1,1
5000,840,sequential,1,1,1
7300,840,sequential,1,1,1
10000,840,sequential,1,1,1
