step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,286,sequential,0.6,0,0
1000,286,sequential,1,0,0
1825,286,sequential,1,0.28,0
3650,286,sequential,1,1,0.6
5000,286,sequential,1,1,1
7300,286,sequential,1,1,1
10000,286,sequential,1,1,1
