step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,571,sequential,1,0,0
1000,571,sequential,1,0,0
1825,571,sequential,1,1,0
3650,571,sequential,1,1,0.98
5000,571,sequential,1,1,1
7300,571,sequential,1,1,1
10000,571,sequential,1,1,1
