step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,882,sequential,0,0,0
1000,882,sequential,0,0,0
1825,882,sequential,1,0,0
3650,882,sequential,1,0.31,0
5000,882,sequential,1,1,0
7300,882,sequential,1,1,0.4
10000,882,sequential,1,1,0.84
