step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,929,sequential,0,0,0
1000,929,sequential,0,0,0
1825,929,sequential,0.97,0,0
3650,929,sequential,1,0,0
5000,929,sequential,1,0.97,0
7300,929,sequential,1,1,0.02
10000,929,sequential,1,1,0.9
