step,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above,strategy,Years
5771,1,0.316,0.001,sequential,15.810958904109588
5772,1,0.316,0.001,sequential,15.813698630136987
5773,1,0.316,0.001,sequential,15.816438356164383
5774,1,0.316,0.001,sequential,15.819178082191781
5775,1,0.317,0.001,sequential,15.821917808219178
5776,1,0.317,0.001,sequential,15.824657534246576
5777,1,0.317,0.001,sequential,15.827397260273973
5778,1,0.318,0.001,sequential,15.830136986301369
5779,1,0.318,0.001,sequential,15.832876712328767
5780,1,0.318,0.001,sequential,15.835616438356164
5781,1,0.318,0.001,sequential,15.838356164383562
5782,1,0.318,0.001,sequential,15.841095890410958
5783,1,0.318,0.001,sequential,15.843835616438357
5784,1,0.318,0.001,sequential,15.846575342465753
5785,1,0.318,0.001,sequential,15.849315068493151
5786,1,0.318,0.001,sequential,15.852054794520548
5787,1,0.318,0.001,sequential,15.854794520547944
5788,1,0.318,0.001,sequential,15.857534246575343
5789,1,0.319,0.001,sequential,15.860273972602739
5790,1,0.319,0.001,sequential,15.863013698630137
5791,1,0.32,0.001,sequential,15.865753424657534
5792,1,0.32,0.001,sequential,15.868493150684932
5793,1,0.32,0.001,sequential,15.871232876712329
5794,1,0.32,0.001,sequential,15.873972602739727
5795,1,0.32,0.001,sequential,15.876712328767123
5796,1,0.32,0.001,sequential,15.87945205479452
5797,1,0.32,0.001,sequential,15.882191780821918
5798,1,0.321,0.001,sequential,15.884931506849314
5799,1,0.321,0.001,sequential,15.887671232876713
5800,1,0.321,0.001,sequential,15.89041095890411
5801,1,0.321,0.001,sequential,15.893150684931507
5802,1,0.321,0.001,sequential,15.895890410958904
5803,1,0.321,0.001,sequential,15.898630136986302
5804,1,0.321,0.001,sequential,15.901369863013699
5805,1,0.321,0.001,sequential,15.904109589041095
5806,1,0.321,0.001,sequential,15.906849315068493
5807,1,0.321,0.001,sequential,15.90958904109589
5808,1,0.322,0.001,sequential,15.912328767123288
5809,1,0.322,0.001,sequential,15.915068493150685
5810,1,0.322,0.001,sequential,15.917808219178083
5811,1,0.322,0.001,sequential,15.92054794520548
5812,1,0.322,0.001,sequential,15.923287671232877
5813,1,0.322,0.001,sequential,15.926027397260274
5814,1,0.323,0.001,sequential,15.92876712328767
5815,1,0.323,0.001,sequential,15.931506849315069
5816,1,0.323,0.001,sequential,15.934246575342465
5817,1,0.323,0.001,sequential,15.936986301369863
5818,1,0.323,0.001,sequential,15.93972602739726
5819,1,0.323,0.001,sequential,15.942465753424658
5820,1,0.323,0.001,sequential,15.945205479452055
5821,1,0.323,0.001,sequential,15.947945205479453
5822,1,0.323,0.001,sequential,15.95068493150685
5823,1,0.323,0.001,sequential,15.953424657534246
5824,1,0.324,0.001,sequential,15.956164383561644
5825,1,0.324,0.001,sequential,15.95890410958904
5826,1,0.325,0.001,sequential,15.961643835616439
5827,1,0.325,0.001,sequential,15.964383561643835
5828,1,0.325,0.001,sequential,15.967123287671233
5829,1,0.326,0.001,sequential,15.96986301369863
5830,1,0.326,0.001,sequential,15.972602739726028
5831,1,0.326,0.001,sequential,15.975342465753425
5832,1,0.326,0.001,sequential,15.978082191780821
5833,1,0.326,0.001,sequential,15.98082191780822
5834,1,0.326,0.001,sequential,15.983561643835616
5835,1,0.327,0.001,sequential,15.986301369863014
5836,1,0.327,0.001,sequential,15.98904109589041
5837,1,0.327,0.001,sequential,15.991780821917809
5838,1,0.327,0.001,sequential,15.994520547945205
5839,1,0.327,0.001,sequential,15.997260273972604
5840,1,0.327,0.001,sequential,16
5841,1,0.327,0.001,sequential,16.002739726027396
5842,1,0.327,0.001,sequential,16.005479452054793
5843,1,0.327,0.001,sequential,16.008219178082193
5844,1,0.327,0.001,sequential,16.01095890410959
5845,1,0.328,0.001,sequential,16.013698630136986
5846,1,0.328,0.001,sequential,16.016438356164382
5847,1,0.328,0.001,sequential,16.019178082191782
5848,1,0.329,0.001,sequential,16.02191780821918
5849,1,0.329,0.001,sequential,16.024657534246575
5850,1,0.329,0.001,sequential,16.027397260273972
5851,1,0.329,0.001,sequential,16.03013698630137
5852,1,0.33,0.001,sequential,16.03287671232877
5853,1,0.33,0.001,sequential,16.035616438356165
5854,1,0.33,0.001,sequential,16.03835616438356
5855,1,0.33,0.001,sequential,16.041095890410958
5856,1,0.33,0.001,sequential,16.043835616438358
5857,1,0.33,0.001,sequential,16.046575342465754
5858,1,0.33,0.001,sequential,16.04931506849315
5859,1,0.33,0.001,sequential,16.052054794520547
5860,1,0.33,0.001,sequential,16.054794520547944
5861,1,0.33,0.001,sequential,16.057534246575344
5862,1,0.331,0.001,sequential,16.06027397260274
5863,1,0.331,0.001,sequential,16.063013698630137
5864,1,0.331,0.001,sequential,16.065753424657533
5865,1,0.331,0.001,sequential,16.068493150684933
5866,1,0.331,0.001,sequential,16.07123287671233
5867,1,0.331,0.001,sequential,16.073972602739726
5868,1,0.331,0.001,sequential,16.076712328767123
5869,1,0.331,0.001,sequential,16.07945205479452
5870,1,0.331,0.001,sequential,16.08219178082192
5871,1,0.331,0.001,sequential,16.084931506849315
5872,1,0.331,0.001,sequential,16.087671232876712
5873,1,0.331,0.001,sequential,16.09041095890411
5874,1,0.331,0.001,sequential,16.09315068493151
5875,1,0.331,0.001,sequential,16.095890410958905
5876,1,0.332,0.001,sequential,16.0986301369863
5877,1,0.332,0.001,sequential,16.101369863013698
5878,1,0.332,0.001,sequential,16.104109589041094
5879,1,0.332,0.001,sequential,16.106849315068494
5880,1,0.332,0.001,sequential,16.10958904109589
5881,1,0.333,0.001,sequential,16.112328767123287
5882,1,0.333,0.001,sequential,16.115068493150684
5883,1,0.333,0.001,sequential,16.117808219178084
5884,1,0.333,0.001,sequential,16.12054794520548
5885,1,0.333,0.001,sequential,16.123287671232877
5886,1,0.333,0.001,sequential,16.126027397260273
5887,1,0.333,0.001,sequential,16.12876712328767
5888,1,0.333,0.001,sequential,16.13150684931507
5889,1,0.333,0.001,sequential,16.134246575342466
5890,1,0.333,0.001,sequential,16.136986301369863
5891,1,0.333,0.001,sequential,16.13972602739726
5892,1,0.333,0.001,sequential,16.14246575342466
5893,1,0.333,0.001,sequential,16.145205479452056
5894,1,0.334,0.001,sequential,16.147945205479452
5895,1,0.334,0.001,sequential,16.15068493150685
5896,1,0.334,0.001,sequential,16.153424657534245
5897,1,0.334,0.001,sequential,16.156164383561645
5898,1,0.335,0.001,sequential,16.15890410958904
5899,1,0.335,0.001,sequential,16.161643835616438
5900,1,0.335,0.001,sequential,16.164383561643834
5901,1,0.335,0.001,sequential,16.167123287671235
5902,1,0.335,0.001,sequential,16.16986301369863
5903,1,0.335,0.001,sequential,16.172602739726027
5904,1,0.335,0.001,sequential,16.175342465753424
5905,1,0.335,0.001,sequential,16.17808219178082
5906,1,0.335,0.001,sequential,16.18082191780822
5907,1,0.335,0.001,sequential,16.183561643835617
5908,1,0.335,0.001,sequential,16.186301369863013
5909,1,0.335,0.001,sequential,16.18904109589041
5910,1,0.335,0.001,sequential,16.19178082191781
5911,1,0.335,0.001,sequential,16.194520547945206
5912,1,0.335,0.001,sequential,16.197260273972603
5913,1,0.336,0.001,sequential,16.2
5914,1,0.336,0.001,sequential,16.202739726027396
5915,1,0.336,0.001,sequential,16.205479452054796
5916,1,0.336,0.001,sequential,16.208219178082192
5917,1,0.336,0.001,sequential,16.21095890410959
5918,1,0.336,0.001,sequential,16.213698630136985
5919,1,0.336,0.001,sequential,16.216438356164385
5920,1,0.336,0.001,sequential,16.21917808219178
5921,1,0.336,0.001,sequential,16.221917808219178
5922,1,0.336,0.001,sequential,16.224657534246575
5923,1,0.336,0.001,sequential,16.22739726027397
5924,1,0.336,0.001,sequential,16.23013698630137
5925,1,0.336,0.001,sequential,16.232876712328768
5926,1,0.337,0.001,sequential,16.235616438356164
5927,1,0.337,0.001,sequential,16.23835616438356
5928,1,0.338,0.001,sequential,16.24109589041096
5929,1,0.338,0.001,sequential,16.243835616438357
5930,1,0.338,0.001,sequential,16.246575342465754
5931,1,0.339,0.001,sequential,16.24931506849315
5932,1,0.339,0.001,sequential,16.252054794520546
5933,1,0.339,0.001,sequential,16.254794520547946
5934,1,0.339,0.001,sequential,16.257534246575343
5935,1,0.339,0.001,sequential,16.26027397260274
5936,1,0.339,0.001,sequential,16.263013698630136
5937,1,0.339,0.001,sequential,16.265753424657536
5938,1,0.339,0.001,sequential,16.268493150684932
5939,1,0.339,0.001,sequential,16.27123287671233
5940,1,0.339,0.001,sequential,16.273972602739725
5941,1,0.34,0.001,sequential,16.276712328767122
5942,1,0.34,0.001,sequential,16.279452054794522
5943,1,0.34,0.001,sequential,16.28219178082192
5944,1,0.34,0.001,sequential,16.284931506849315
5945,1,0.34,0.001,sequential,16.28767123287671
5946,1,0.34,0.001,sequential,16.29041095890411
5947,1,0.341,0.001,sequential,16.293150684931508
5948,1,0.341,0.001,sequential,16.295890410958904
5949,1,0.342,0.001,sequential,16.2986301369863
5950,1,0.342,0.001,sequential,16.301369863013697
5951,1,0.342,0.001,sequential,16.304109589041097
5952,1,0.342,0.001,sequential,16.306849315068494
5953,1,0.342,0.001,sequential,16.30958904109589
5954,1,0.342,0.001,sequential,16.312328767123287
5955,1,0.342,0.001,sequential,16.315068493150687
5956,1,0.342,0.001,sequential,16.317808219178083
5957,1,0.342,0.001,sequential,16.32054794520548
5958,1,0.342,0.001,sequential,16.323287671232876
5959,1,0.342,0.001,sequential,16.326027397260273
5960,1,0.342,0.001,sequential,16.328767123287673
5961,1,0.342,0.001,sequential,16.33150684931507
5962,1,0.342,0.001,sequential,16.334246575342465
5963,1,0.342,0.001,sequential,16.336986301369862
5964,1,0.342,0.001,sequential,16.339726027397262
5965,1,0.343,0.001,sequential,16.34246575342466
5966,1,0.343,0.001,sequential,16.345205479452055
5967,1,0.343,0.001,sequential,16.34794520547945
5968,1,0.343,0.001,sequential,16.350684931506848
5969,1,0.343,0.001,sequential,16.353424657534248
5970,1,0.343,0.001,sequential,16.356164383561644
5971,1,0.343,0.001,sequential,16.35890410958904
5972,1,0.343,0.001,sequential,16.361643835616437
5973,1,0.343,0.001,sequential,16.364383561643837
5974,1,0.343,0.001,sequential,16.367123287671234
5975,1,0.343,0.001,sequential,16.36986301369863
5976,1,0.344,0.001,sequential,16.372602739726027
5977,1,0.344,0.001,sequential,16.375342465753423
5978,1,0.344,0.001,sequential,16.378082191780823
5979,1,0.344,0.001,sequential,16.38082191780822
5980,1,0.344,0.001,sequential,16.383561643835616
5981,1,0.344,0.001,sequential,16.386301369863013
5982,1,0.344,0.001,sequential,16.389041095890413
5983,1,0.344,0.001,sequential,16.39178082191781
5984,1,0.344,0.001,sequential,16.394520547945206
5985,1,0.344,0.001,sequential,16.397260273972602
5986,1,0.344,0.001,sequential,16.4
5987,1,0.344,0.001,sequential,16.4027397260274
5988,1,0.345,0.001,sequential,16.405479452054795
5989,1,0.345,0.001,sequential,16.40821917808219
5990,1,0.345,0.001,sequential,16.410958904109588
5991,1,0.345,0.001,sequential,16.413698630136988
5992,1,0.345,0.001,sequential,16.416438356164385
5993,1,0.345,0.001,sequential,16.41917808219178
5994,1,0.345,0.001,sequential,16.421917808219177
5995,1,0.345,0.001,sequential,16.424657534246574
5996,1,0.345,0.001,sequential,16.427397260273974
5997,1,0.345,0.001,sequential,16.43013698630137
5998,1,0.345,0.001,sequential,16.432876712328767
5999,1,0.345,0.001,sequential,16.435616438356163
6000,1,0.345,0.001,sequential,16.438356164383563
6001,1,0.345,0.001,sequential,16.44109589041096
6002,1,0.345,0.001,sequential,16.443835616438356
6003,1,0.345,0.001,sequential,16.446575342465753
6004,1,0.345,0.001,sequential,16.44931506849315
6005,1,0.345,0.001,sequential,16.45205479452055
6006,1,0.345,0.001,sequential,16.454794520547946
6007,1,0.345,0.001,sequential,16.457534246575342
6008,1,0.345,0.001,sequential,16.46027397260274
6009,1,0.345,0.001,sequential,16.46301369863014
6010,1,0.345,0.001,sequential,16.465753424657535
6011,1,0.345,0.001,sequential,16.46849315068493
6012,1,0.345,0.001,sequential,16.471232876712328
6013,1,0.345,0.001,sequential,16.473972602739725
6014,1,0.345,0.001,sequential,16.476712328767125
6015,1,0.345,0.001,sequential,16.47945205479452
6016,1,0.345,0.001,sequential,16.482191780821918
6017,1,0.346,0.001,sequential,16.484931506849314
6018,1,0.346,0.001,sequential,16.487671232876714
6019,1,0.346,0.001,sequential,16.49041095890411
6020,1,0.347,0.001,sequential,16.493150684931507
6021,1,0.347,0.001,sequential,16.495890410958904
6022,1,0.347,0.001,sequential,16.4986301369863
6023,1,0.347,0.001,sequential,16.5013698630137
6024,1,0.347,0.001,sequential,16.504109589041096
6025,1,0.347,0.001,sequential,16.506849315068493
6026,1,0.347,0.001,sequential,16.50958904109589
6027,1,0.347,0.001,sequential,16.512328767123286
6028,1,0.347,0.001,sequential,16.515068493150686
6029,1,0.347,0.001,sequential,16.517808219178082
6030,1,0.347,0.001,sequential,16.52054794520548
6031,1,0.347,0.001,sequential,16.523287671232875
6032,1,0.347,0.001,sequential,16.526027397260275
6033,1,0.348,0.001,sequential,16.528767123287672
6034,1,0.348,0.001,sequential,16.53150684931507
6035,1,0.348,0.001,sequential,16.534246575342465
6036,1,0.348,0.001,sequential,16.53698630136986
6037,1,0.348,0.001,sequential,16.53972602739726
6038,1,0.348,0.001,sequential,16.542465753424658
6039,1,0.348,0.001,sequential,16.545205479452054
6040,1,0.349,0.001,sequential,16.54794520547945
6041,1,0.349,0.001,sequential,16.55068493150685
6042,1,0.349,0.001,sequential,16.553424657534247
6043,1,0.349,0.001,sequential,16.556164383561644
6044,1,0.349,0.001,sequential,16.55890410958904
6045,1,0.349,0.001,sequential,16.561643835616437
6046,1,0.35,0.001,sequential,16.564383561643837
6047,1,0.351,0.001,sequential,16.567123287671233
6048,1,0.351,0.001,sequential,16.56986301369863
6049,1,0.351,0.001,sequential,16.572602739726026
6050,1,0.352,0.001,sequential,16.575342465753426
6051,1,0.352,0.001,sequential,16.578082191780823
6052,1,0.352,0.001,sequential,16.58082191780822
6053,1,0.352,0.001,sequential,16.583561643835615
6054,1,0.352,0.001,sequential,16.586301369863012
6055,1,0.352,0.001,sequential,16.589041095890412
6056,1,0.352,0.001,sequential,16.59178082191781
6057,1,0.352,0.001,sequential,16.594520547945205
6058,1,0.352,0.001,sequential,16.5972602739726
6059,1,0.352,0.001,sequential,16.6
6060,1,0.352,0.001,sequential,16.602739726027398
6061,1,0.352,0.001,sequential,16.605479452054794
6062,1,0.352,0.001,sequential,16.60821917808219
6063,1,0.353,0.001,sequential,16.610958904109587
6064,1,0.353,0.001,sequential,16.613698630136987
6065,1,0.353,0.001,sequential,16.616438356164384
6066,1,0.353,0.001,sequential,16.61917808219178
6067,1,0.353,0.001,sequential,16.621917808219177
6068,1,0.353,0.001,sequential,16.624657534246577
6069,1,0.353,0.001,sequential,16.627397260273973
6070,1,0.353,0.001,sequential,16.63013698630137
6071,1,0.353,0.001,sequential,16.632876712328766
6072,1,0.353,0.001,sequential,16.635616438356163
6073,1,0.353,0.001,sequential,16.638356164383563
6074,1,0.353,0.001,sequential,16.64109589041096
6075,1,0.353,0.001,sequential,16.643835616438356
6076,1,0.353,0.001,sequential,16.646575342465752
6077,1,0.353,0.001,sequential,16.649315068493152
6078,1,0.354,0.001,sequential,16.65205479452055
6079,1,0.354,0.001,sequential,16.654794520547945
6080,1,0.354,0.001,sequential,16.65753424657534
6081,1,0.354,0.001,sequential,16.660273972602738
6082,1,0.354,0.001,sequential,16.663013698630138
6083,1,0.355,0.001,sequential,16.665753424657535
6084,1,0.355,0.001,sequential,16.66849315068493
6085,1,0.355,0.001,sequential,16.671232876712327
6086,1,0.355,0.001,sequential,16.673972602739727
6087,1,0.355,0.001,sequential,16.676712328767124
6088,1,0.355,0.001,sequential,16.67945205479452
6089,1,0.355,0.001,sequential,16.682191780821917
6090,1,0.355,0.001,sequential,16.684931506849313
6091,1,0.355,0.001,sequential,16.687671232876713
6092,1,0.355,0.001,sequential,16.69041095890411
6093,1,0.355,0.001,sequential,16.693150684931506
6094,1,0.355,0.001,sequential,16.695890410958903
6095,1,0.355,0.001,sequential,16.698630136986303
6096,1,0.355,0.001,sequential,16.7013698630137
6097,1,0.355,0.001,sequential,16.704109589041096
6098,1,0.355,0.001,sequential,16.706849315068492
6099,1,0.355,0.001,sequential,16.70958904109589
6100,1,0.355,0.001,sequential,16.71232876712329
6101,1,0.355,0.001,sequential,16.715068493150685
6102,1,0.356,0.001,sequential,16.71780821917808
6103,1,0.356,0.001,sequential,16.720547945205478
6104,1,0.356,0.001,sequential,16.723287671232878
6105,1,0.356,0.001,sequential,16.726027397260275
6106,1,0.356,0.001,sequential,16.72876712328767
6107,1,0.356,0.001,sequential,16.731506849315068
6108,1,0.356,0.001,sequential,16.734246575342464
6109,1,0.356,0.001,sequential,16.736986301369864
6110,1,0.356,0.001,sequential,16.73972602739726
6111,1,0.356,0.001,sequential,16.742465753424657
6112,1,0.356,0.001,sequential,16.745205479452054
6113,1,0.356,0.001,sequential,16.747945205479454
6114,1,0.356,0.001,sequential,16.75068493150685
6115,1,0.356,0.001,sequential,16.753424657534246
6116,1,0.356,0.001,sequential,16.756164383561643
6117,1,0.356,0.001,sequential,16.75890410958904
6118,1,0.356,0.001,sequential,16.76164383561644
6119,1,0.356,0.001,sequential,16.764383561643836
6120,1,0.356,0.001,sequential,16.767123287671232
6121,1,0.356,0.001,sequential,16.76986301369863
6122,1,0.357,0.001,sequential,16.77260273972603
6123,1,0.357,0.001,sequential,16.775342465753425
6124,1,0.357,0.001,sequential,16.778082191780822
6125,1,0.357,0.001,sequential,16.78082191780822
6126,1,0.357,0.001,sequential,16.783561643835615
6127,1,0.357,0.001,sequential,16.786301369863015
6128,1,0.357,0.001,sequential,16.78904109589041
6129,1,0.357,0.001,sequential,16.791780821917808
6130,1,0.357,0.001,sequential,16.794520547945204
6131,1,0.357,0.001,sequential,16.797260273972604
6132,1,0.357,0.001,sequential,16.8
6133,1,0.357,0.001,sequential,16.802739726027397
6134,1,0.357,0.001,sequential,16.805479452054794
6135,1,0.357,0.001,sequential,16.80821917808219
6136,1,0.357,0.001,sequential,16.81095890410959
6137,1,0.357,0.001,sequential,16.813698630136987
6138,1,0.357,0.001,sequential,16.816438356164383
6139,1,0.357,0.001,sequential,16.81917808219178
6140,1,0.357,0.001,sequential,16.82191780821918
6141,1,0.358,0.001,sequential,16.824657534246576
6142,1,0.358,0.001,sequential,16.827397260273973
6143,1,0.358,0.001,sequential,16.83013698630137
6144,1,0.358,0.001,sequential,16.832876712328765
6145,1,0.358,0.001,sequential,16.835616438356166
6146,1,0.358,0.001,sequential,16.838356164383562
6147,1,0.358,0.001,sequential,16.84109589041096
6148,1,0.358,0.001,sequential,16.843835616438355
6149,1,0.358,0.001,sequential,16.846575342465755
6150,1,0.358,0.001,sequential,16.84931506849315
6151,1,0.358,0.001,sequential,16.852054794520548
6152,1,0.358,0.001,sequential,16.854794520547944
6153,1,0.358,0.001,sequential,16.85753424657534
6154,1,0.358,0.001,sequential,16.86027397260274
6155,1,0.358,0.001,sequential,16.863013698630137
6156,1,0.358,0.001,sequential,16.865753424657534
6157,1,0.358,0.001,sequential,16.86849315068493
6158,1,0.358,0.001,sequential,16.87123287671233
6159,1,0.358,0.001,sequential,16.873972602739727
6160,1,0.358,0.001,sequential,16.876712328767123
6161,1,0.358,0.001,sequential,16.87945205479452
6162,1,0.358,0.001,sequential,16.882191780821916
6163,1,0.358,0.001,sequential,16.884931506849316
6164,1,0.358,0.001,sequential,16.887671232876713
6165,1,0.358,0.001,sequential,16.89041095890411
6166,1,0.358,0.001,sequential,16.893150684931506
6167,1,0.358,0.001,sequential,16.895890410958906
6168,1,0.358,0.001,sequential,16.898630136986302
6169,1,0.359,0.001,sequential,16.9013698630137
6170,1,0.36,0.001,sequential,16.904109589041095
6171,1,0.36,0.001,sequential,16.90684931506849
6172,1,0.36,0.001,sequential,16.90958904109589
6173,1,0.36,0.001,sequential,16.912328767123288
6174,1,0.36,0.001,sequential,16.915068493150685
6175,1,0.36,0.001,sequential,16.91780821917808
6176,1,0.361,0.001,sequential,16.92054794520548
6177,1,0.361,0.001,sequential,16.923287671232877
6178,1,0.361,0.001,sequential,16.926027397260274
6179,1,0.361,0.001,sequential,16.92876712328767
6180,1,0.361,0.001,sequential,16.931506849315067
6181,1,0.361,0.001,sequential,16.934246575342467
6182,1,0.361,0.001,sequential,16.936986301369863
6183,1,0.361,0.001,sequential,16.93972602739726
6184,1,0.361,0.001,sequential,16.942465753424656
6185,1,0.361,0.001,sequential,16.945205479452056
6186,1,0.361,0.001,sequential,16.947945205479453
6187,1,0.362,0.001,sequential,16.95068493150685
6188,1,0.362,0.001,sequential,16.953424657534246
6189,1,0.362,0.001,sequential,16.956164383561642
6190,1,0.362,0.001,sequential,16.958904109589042
6191,1,0.362,0.001,sequential,16.96164383561644
6192,1,0.362,0.001,sequential,16.964383561643835
6193,1,0.362,0.001,sequential,16.96712328767123
6194,1,0.362,0.001,sequential,16.96986301369863
6195,1,0.362,0.001,sequential,16.972602739726028
6196,1,0.362,0.001,sequential,16.975342465753425
6197,1,0.362,0.001,sequential,16.97808219178082
6198,1,0.362,0.001,sequential,16.980821917808218
6199,1,0.362,0.001,sequential,16.983561643835618
6200,1,0.362,0.001,sequential,16.986301369863014
6201,1,0.362,0.001,sequential,16.98904109589041
6202,1,0.362,0.001,sequential,16.991780821917807
6203,1,0.362,0.001,sequential,16.994520547945207
6204,1,0.362,0.001,sequential,16.997260273972604
6205,1,0.362,0.001,sequential,17
6206,1,0.362,0.001,sequential,17.002739726027396
6207,1,0.362,0.001,sequential,17.005479452054793
6208,1,0.363,0.001,sequential,17.008219178082193
6209,1,0.363,0.001,sequential,17.01095890410959
6210,1,0.363,0.001,sequential,17.013698630136986
6211,1,0.363,0.001,sequential,17.016438356164382
6212,1,0.363,0.001,sequential,17.019178082191782
6213,1,0.363,0.001,sequential,17.02191780821918
6214,1,0.364,0.001,sequential,17.024657534246575
6215,1,0.365,0.001,sequential,17.027397260273972
6216,1,0.365,0.001,sequential,17.03013698630137
6217,1,0.365,0.001,sequential,17.03287671232877
6218,1,0.365,0.001,sequential,17.035616438356165
6219,1,0.365,0.001,sequential,17.03835616438356
6220,1,0.365,0.001,sequential,17.041095890410958
6221,1,0.365,0.001,sequential,17.043835616438358
6222,1,0.366,0.001,sequential,17.046575342465754
6223,1,0.367,0.001,sequential,17.04931506849315
6224,1,0.368,0.001,sequential,17.052054794520547
6225,1,0.368,0.001,sequential,17.054794520547944
6226,1,0.369,0.001,sequential,17.057534246575344
6227,1,0.369,0.001,sequential,17.06027397260274
6228,1,0.369,0.001,sequential,17.063013698630137
6229,1,0.369,0.001,sequential,17.065753424657533
6230,1,0.369,0.001,sequential,17.068493150684933
6231,1,0.369,0.001,sequential,17.07123287671233
6232,1,0.369,0.001,sequential,17.073972602739726
6233,1,0.369,0.001,sequential,17.076712328767123
6234,1,0.369,0.001,sequential,17.07945205479452
6235,1,0.37,0.001,sequential,17.08219178082192
6236,1,0.37,0.001,sequential,17.084931506849315
6237,1,0.37,0.001,sequential,17.087671232876712
6238,1,0.37,0.001,sequential,17.09041095890411
6239,1,0.37,0.001,sequential,17.09315068493151
6240,1,0.37,0.001,sequential,17.095890410958905
6241,1,0.37,0.001,sequential,17.0986301369863
6242,1,0.37,0.001,sequential,17.101369863013698
6243,1,0.37,0.001,sequential,17.104109589041094
6244,1,0.37,0.001,sequential,17.106849315068494
6245,1,0.37,0.001,sequential,17.10958904109589
6246,1,0.371,0.001,sequential,17.112328767123287
6247,1,0.371,0.001,sequential,17.115068493150684
6248,1,0.371,0.001,sequential,17.117808219178084
6249,1,0.371,0.001,sequential,17.12054794520548
6250,1,0.371,0.001,sequential,17.123287671232877
6251,1,0.372,0.001,sequential,17.126027397260273
6252,1,0.373,0.001,sequential,17.12876712328767
6253,1,0.373,0.001,sequential,17.13150684931507
6254,1,0.373,0.001,sequential,17.134246575342466
6255,1,0.373,0.001,sequential,17.136986301369863
6256,1,0.373,0.001,sequential,17.13972602739726
6257,1,0.373,0.001,sequential,17.14246575342466
6258,1,0.373,0.001,sequential,17.145205479452056
6259,1,0.373,0.001,sequential,17.147945205479452
6260,1,0.373,0.001,sequential,17.15068493150685
6261,1,0.374,0.001,sequential,17.153424657534245
6262,1,0.374,0.001,sequential,17.156164383561645
6263,1,0.374,0.001,sequential,17.15890410958904
6264,1,0.374,0.001,sequential,17.161643835616438
6265,1,0.374,0.001,sequential,17.164383561643834
6266,1,0.374,0.001,sequential,17.167123287671235
6267,1,0.374,0.001,sequential,17.16986301369863
6268,1,0.374,0.001,sequential,17.172602739726027
6269,1,0.375,0.001,sequential,17.175342465753424
6270,1,0.375,0.001,sequential,17.17808219178082
6271,1,0.376,0.001,sequential,17.18082191780822
6272,1,0.376,0.001,sequential,17.183561643835617
6273,1,0.376,0.001,sequential,17.186301369863013
6274,1,0.376,0.001,sequential,17.18904109589041
6275,1,0.376,0.001,sequential,17.19178082191781
6276,1,0.376,0.001,sequential,17.194520547945206
6277,1,0.377,0.001,sequential,17.197260273972603
6278,1,0.377,0.001,sequential,17.2
6279,1,0.377,0.001,sequential,17.202739726027396
6280,1,0.377,0.001,sequential,17.205479452054796
6281,1,0.377,0.001,sequential,17.208219178082192
6282,1,0.377,0.001,sequential,17.21095890410959
6283,1,0.377,0.001,sequential,17.213698630136985
6284,1,0.378,0.001,sequential,17.216438356164385
6285,1,0.378,0.001,sequential,17.21917808219178
6286,1,0.378,0.001,sequential,17.221917808219178
6287,1,0.378,0.001,sequential,17.224657534246575
6288,1,0.379,0.001,sequential,17.22739726027397
6289,1,0.379,0.001,sequential,17.23013698630137
6290,1,0.379,0.001,sequential,17.232876712328768
6291,1,0.38,0.001,sequential,17.235616438356164
6292,1,0.381,0.001,sequential,17.23835616438356
6293,1,0.381,0.001,sequential,17.24109589041096
6294,1,0.381,0.001,sequential,17.243835616438357
6295,1,0.381,0.001,sequential,17.246575342465754
6296,1,0.382,0.001,sequential,17.24931506849315
6297,1,0.382,0.001,sequential,17.252054794520546
6298,1,0.384,0.001,sequential,17.254794520547946
6299,1,0.385,0.001,sequential,17.257534246575343
6300,1,0.385,0.001,sequential,17.26027397260274
6301,1,0.385,0.001,sequential,17.263013698630136
6302,1,0.385,0.001,sequential,17.265753424657536
6303,1,0.385,0.001,sequential,17.268493150684932
6304,1,0.385,0.001,sequential,17.27123287671233
6305,1,0.385,0.001,sequential,17.273972602739725
6306,1,0.385,0.001,sequential,17.276712328767122
6307,1,0.385,0.001,sequential,17.279452054794522
6308,1,0.386,0.001,sequential,17.28219178082192
6309,1,0.386,0.001,sequential,17.284931506849315
6310,1,0.386,0.001,sequential,17.28767123287671
6311,1,0.386,0.001,sequential,17.29041095890411
6312,1,0.386,0.001,sequential,17.293150684931508
6313,1,0.386,0.001,sequential,17.295890410958904
6314,1,0.386,0.001,sequential,17.2986301369863
6315,1,0.386,0.001,sequential,17.301369863013697
6316,1,0.386,0.001,sequential,17.304109589041097
6317,1,0.386,0.001,sequential,17.306849315068494
6318,1,0.386,0.001,sequential,17.30958904109589
6319,1,0.386,0.001,sequential,17.312328767123287
6320,1,0.387,0.001,sequential,17.315068493150687
6321,1,0.387,0.001,sequential,17.317808219178083
6322,1,0.387,0.001,sequential,17.32054794520548
6323,1,0.387,0.001,sequential,17.323287671232876
6324,1,0.387,0.001,sequential,17.326027397260273
6325,1,0.387,0.001,sequential,17.328767123287673
6326,1,0.387,0.001,sequential,17.33150684931507
6327,1,0.388,0.001,sequential,17.334246575342465
6328,1,0.388,0.001,sequential,17.336986301369862
6329,1,0.388,0.001,sequential,17.339726027397262
