step,avg_lost3,strategy,Years
3272,0,equal allocation,8.964383561643835
3273,0,equal allocation,8.967123287671233
3274,0,equal allocation,8.96986301369863
3275,0,equal allocation,8.972602739726028
3276,0,equal allocation,8.975342465753425
3277,0,equal allocation,8.978082191780821
3278,0,equal allocation,8.98082191780822
3279,0,equal allocation,8.983561643835616
3280,0,equal allocation,8.986301369863014
3281,0,equal allocation,8.98904109589041
3282,0,equal allocation,8.991780821917809
3283,0,equal allocation,8.994520547945205
3284,0,equal allocation,8.997260273972604
3285,0,equal allocation,9
3286,0,equal allocation,9.002739726027396
3287,0,equal allocation,9.005479452054795
3288,0,equal allocation,9.008219178082191
3289,0,equal allocation,9.01095890410959
3290,0,equal allocation,9.013698630136986
3291,0,equal allocation,9.016438356164384
3292,0,equal allocation,9.01917808219178
3293,0,equal allocation,9.021917808219179
3294,0,equal allocation,9.024657534246575
3295,0,equal allocation,9.027397260273972
3296,0,equal allocation,9.03013698630137
3297,0,equal allocation,9.032876712328767
3298,0,equal allocation,9.035616438356165
3299,0,equal allocation,9.038356164383561
3300,0,equal allocation,9.04109589041096
3301,0,equal allocation,9.043835616438356
3302,0,equal allocation,9.046575342465754
3303,0,equal allocation,9.04931506849315
3304,0,equal allocation,9.052054794520547
3305,0,equal allocation,9.054794520547945
3306,0,equal allocation,9.057534246575342
3307,0,equal allocation,9.06027397260274
3308,0,equal allocation,9.063013698630137
3309,0,equal allocation,9.065753424657535
3310,0,equal allocation,9.068493150684931
3311,0,equal allocation,9.07123287671233
3312,0,equal allocation,9.073972602739726
3313,0,equal allocation,9.076712328767123
3314,0,equal allocation,9.07945205479452
3315,0,equal allocation,9.082191780821917
3316,0,equal allocation,9.084931506849315
3317,0,equal allocation,9.087671232876712
3318,0,equal allocation,9.09041095890411
3319,0,equal allocation,9.093150684931507
3320,0,equal allocation,9.095890410958905
3321,0,equal allocation,9.098630136986301
3322,0,equal allocation,9.101369863013698
3323,0,equal allocation,9.104109589041096
3324,0,equal allocation,9.106849315068493
3325,0,equal allocation,9.10958904109589
3326,0,equal allocation,9.112328767123287
3327,0,equal allocation,9.115068493150686
3328,0,equal allocation,9.117808219178082
3329,0,equal allocation,9.12054794520548
3330,0,equal allocation,9.123287671232877
3331,0,equal allocation,9.126027397260273
3332,0,equal allocation,9.128767123287671
3333,0,equal allocation,9.131506849315068
3334,0,equal allocation,9.134246575342466
3335,0,equal allocation,9.136986301369863
3336,0,equal allocation,9.139726027397261
3337,0,equal allocation,9.142465753424657
3338,0,equal allocation,9.145205479452056
3339,0,equal allocation,9.147945205479452
3340,0,equal allocation,9.150684931506849
3341,0,equal allocation,9.153424657534247
3342,0,equal allocation,9.156164383561643
3343,0,equal allocation,9.158904109589042
3344,0,equal allocation,9.161643835616438
3345,0,equal allocation,9.164383561643836
3346,0,equal allocation,9.167123287671233
3347,0,equal allocation,9.169863013698631
3348,0,equal allocation,9.172602739726027
3349,0,equal allocation,9.175342465753424
3350,0,equal allocation,9.178082191780822
3351,0,equal allocation,9.180821917808219
3352,0,equal allocation,9.183561643835617
3353,0,equal allocation,9.186301369863013
3354,0,equal allocation,9.189041095890412
3355,0,equal allocation,9.191780821917808
3356,0,equal allocation,9.194520547945206
3357,0,equal allocation,9.197260273972603
3358,0,equal allocation,9.2
3359,0,equal allocation,9.202739726027398
3360,0,equal allocation,9.205479452054794
3361,0,equal allocation,9.208219178082192
3362,0,equal allocation,9.210958904109589
3363,0,equal allocation,9.213698630136987
3364,0,equal allocation,9.216438356164383
3365,0,equal allocation,9.219178082191782
3366,0,equal allocation,9.221917808219178
3367,0,equal allocation,9.224657534246575
3368,0,equal allocation,9.227397260273973
3369,0,equal allocation,9.23013698630137
3370,0,equal allocation,9.232876712328768
3371,0,equal allocation,9.235616438356164
3372,0,equal allocation,9.238356164383562
3373,0,equal allocation,9.241095890410959
3374,0,equal allocation,9.243835616438357
3375,0,equal allocation,9.246575342465754
3376,0,equal allocation,9.24931506849315
3377,0,equal allocation,9.252054794520548
3378,0,equal allocation,9.254794520547945
3379,0,equal allocation,9.257534246575343
3380,0,equal allocation,9.26027397260274
3381,0,equal allocation,9.263013698630138
3382,0,equal allocation,9.265753424657534
3383,0,equal allocation,9.26849315068493
3384,0,equal allocation,9.271232876712329
3385,0,equal allocation,9.273972602739725
3386,0,equal allocation,9.276712328767124
3387,0,equal allocation,9.27945205479452
3388,0,equal allocation,9.282191780821918
3389,0,equal allocation,9.284931506849315
3390,0,equal allocation,9.287671232876713
3391,0,equal allocation,9.29041095890411
3392,0,equal allocation,9.293150684931506
3393,0,equal allocation,9.295890410958904
3394,0,equal allocation,9.2986301369863
3395,0,equal allocation,9.301369863013699
3396,0,equal allocation,9.304109589041095
3397,0,equal allocation,9.306849315068494
3398,0,equal allocation,9.30958904109589
3399,0,equal allocation,9.312328767123288
3400,0,equal allocation,9.315068493150685
3401,0,equal allocation,9.317808219178081
3402,0,equal allocation,9.32054794520548
3403,0,equal allocation,9.323287671232876
3404,0,equal allocation,9.326027397260274
3405,0,equal allocation,9.32876712328767
3406,0,equal allocation,9.331506849315069
3407,0,equal allocation,9.334246575342465
3408,0,equal allocation,9.336986301369864
3409,0,equal allocation,9.33972602739726
3410,0,equal allocation,9.342465753424657
3411,0,equal allocation,9.345205479452055
3412,0,equal allocation,9.347945205479451
3413,0,equal allocation,9.35068493150685
3414,0,equal allocation,9.353424657534246
3415,0,equal allocation,9.356164383561644
3416,0,equal allocation,9.35890410958904
3417,0,equal allocation,9.361643835616439
3418,0,equal allocation,9.364383561643836
3419,0,equal allocation,9.367123287671232
3420,0,equal allocation,9.36986301369863
3421,0,equal allocation,9.372602739726027
3422,0,equal allocation,9.375342465753425
3423,0,equal allocation,9.378082191780821
3424,0,equal allocation,9.38082191780822
3425,0,equal allocation,9.383561643835616
3426,0,equal allocation,9.386301369863014
3427,0,equal allocation,9.389041095890411
3428,0,equal allocation,9.391780821917807
3429,0,equal allocation,9.394520547945206
3430,0,equal allocation,9.397260273972602
3431,0,equal allocation,9.4
3432,0,equal allocation,9.402739726027397
3433,0,equal allocation,9.405479452054795
3434,0,equal allocation,9.408219178082192
3435,0,equal allocation,9.41095890410959
3436,0,equal allocation,9.413698630136986
3437,0,equal allocation,9.416438356164383
3438,0,equal allocation,9.419178082191781
3439,0,equal allocation,9.421917808219177
3440,0,equal allocation,9.424657534246576
3441,0,equal allocation,9.427397260273972
3442,0,equal allocation,9.43013698630137
3443,0,equal allocation,9.432876712328767
3444,0,equal allocation,9.435616438356165
3445,0,equal allocation,9.438356164383562
3446,0,equal allocation,9.441095890410958
3447,0,equal allocation,9.443835616438356
3448,0,equal allocation,9.446575342465753
3449,0,equal allocation,9.449315068493151
3450,0,equal allocation,9.452054794520548
3451,0,equal allocation,9.454794520547946
3452,0,equal allocation,9.457534246575342
3453,0,equal allocation,9.46027397260274
3454,0,equal allocation,9.463013698630137
3455,0,equal allocation,9.465753424657533
3456,0,equal allocation,9.468493150684932
3457,0,equal allocation,9.471232876712328
3458,0,equal allocation,9.473972602739726
3459,0,equal allocation,9.476712328767123
3460,0,equal allocation,9.479452054794521
3461,0,equal allocation,9.482191780821918
3462,0,equal allocation,9.484931506849316
3463,0,equal allocation,9.487671232876712
3464,0,equal allocation,9.490410958904109
3465,0,equal allocation,9.493150684931507
3466,0,equal allocation,9.495890410958904
3467,0,equal allocation,9.498630136986302
3468,0,equal allocation,9.501369863013698
3469,0,equal allocation,9.504109589041096
3470,0,equal allocation,9.506849315068493
3471,0,equal allocation,9.509589041095891
3472,0,equal allocation,9.512328767123288
3473,0,equal allocation,9.515068493150684
3474,0,equal allocation,9.517808219178082
3475,0,equal allocation,9.520547945205479
3476,0,equal allocation,9.523287671232877
3477,0,equal allocation,9.526027397260274
3478,0,equal allocation,9.528767123287672
3479,0,equal allocation,9.531506849315068
3480,0,equal allocation,9.534246575342467
3481,0,equal allocation,9.536986301369863
3482,0,equal allocation,9.53972602739726
3483,0,equal allocation,9.542465753424658
3484,0,equal allocation,9.545205479452054
3485,0,equal allocation,9.547945205479452
3486,0,equal allocation,9.550684931506849
3487,0,equal allocation,9.553424657534247
3488,0,equal allocation,9.556164383561644
3489,0,equal allocation,9.558904109589042
3490,0,equal allocation,9.561643835616438
3491,0,equal allocation,9.564383561643835
3492,0,equal allocation,9.567123287671233
3493,0,equal allocation,9.56986301369863
3494,0,equal allocation,9.572602739726028
3495,0,equal allocation,9.575342465753424
3496,0,equal allocation,9.578082191780823
3497,0,equal allocation,9.580821917808219
3498,0,equal allocation,9.583561643835617
3499,0,equal allocation,9.586301369863014
3500,0,equal allocation,9.58904109589041
3501,0,equal allocation,9.591780821917808
3502,0,equal allocation,9.594520547945205
3503,0,equal allocation,9.597260273972603
3504,0,equal allocation,9.6
3505,0,equal allocation,9.602739726027398
3506,0,equal allocation,9.605479452054794
3507,0,equal allocation,9.608219178082193
3508,0,equal allocation,9.610958904109589
3509,0,equal allocation,9.613698630136986
3510,0,equal allocation,9.616438356164384
3511,0,equal allocation,9.61917808219178
3512,0,equal allocation,9.621917808219179
3513,0,equal allocation,9.624657534246575
3514,0,equal allocation,9.627397260273973
3515,0,equal allocation,9.63013698630137
3516,0,equal allocation,9.632876712328768
3517,0,equal allocation,9.635616438356164
3518,0,equal allocation,9.638356164383561
3519,0,equal allocation,9.64109589041096
3520,0,equal allocation,9.643835616438356
3521,0,equal allocation,9.646575342465754
3522,0,equal allocation,9.64931506849315
3523,0,equal allocation,9.652054794520549
3524,0,equal allocation,9.654794520547945
3525,0,equal allocation,9.657534246575343
3526,0,equal allocation,9.66027397260274
3527,0,equal allocation,9.663013698630136
3528,0,equal allocation,9.665753424657535
3529,0,equal allocation,9.668493150684931
3530,0,equal allocation,9.67123287671233
3531,0,equal allocation,9.673972602739726
3532,0,equal allocation,9.676712328767124
3533,0,equal allocation,9.67945205479452
3534,0,equal allocation,9.682191780821919
3535,0,equal allocation,9.684931506849315
3536,0,equal allocation,9.687671232876712
3537,0,equal allocation,9.69041095890411
3538,0,equal allocation,9.693150684931506
3539,0,equal allocation,9.695890410958905
3540,0,equal allocation,9.698630136986301
3541,0,equal allocation,9.7013698630137
3542,0,equal allocation,9.704109589041096
3543,0,equal allocation,9.706849315068494
3544,0,equal allocation,9.70958904109589
3545,0,equal allocation,9.712328767123287
3546,0,equal allocation,9.715068493150685
3547,0,equal allocation,9.717808219178082
3548,0,equal allocation,9.72054794520548
3549,0,equal allocation,9.723287671232876
3550,0,equal allocation,9.726027397260275
3551,0,equal allocation,9.728767123287671
3552,0,equal allocation,9.73150684931507
3553,0,equal allocation,9.734246575342466
3554,0,equal allocation,9.736986301369862
3555,0,equal allocation,9.73972602739726
3556,0,equal allocation,9.742465753424657
3557,0,equal allocation,9.745205479452055
3558,0,equal allocation,9.747945205479452
3559,0,equal allocation,9.75068493150685
3560,0,equal allocation,9.753424657534246
3561,0,equal allocation,9.756164383561643
3562,0,equal allocation,9.758904109589041
3563,0,equal allocation,9.761643835616438
3564,0,equal allocation,9.764383561643836
3565,0,equal allocation,9.767123287671232
3566,0,equal allocation,9.76986301369863
3567,0,equal allocation,9.772602739726027
3568,0,equal allocation,9.775342465753425
3569,0,equal allocation,9.778082191780822
3570,0,equal allocation,9.780821917808218
3571,0,equal allocation,9.783561643835617
3572,0,equal allocation,9.786301369863013
3573,0,equal allocation,9.789041095890411
3574,0,equal allocation,9.791780821917808
3575,0,equal allocation,9.794520547945206
3576,0,equal allocation,9.797260273972602
3577,0,equal allocation,9.8
3578,0,equal allocation,9.802739726027397
3579,0,equal allocation,9.805479452054794
3580,0,equal allocation,9.808219178082192
3581,0,equal allocation,9.810958904109588
3582,0,equal allocation,9.813698630136987
3583,0,equal allocation,9.816438356164383
3584,0,equal allocation,9.819178082191781
3585,0,equal allocation,9.821917808219178
3586,0,equal allocation,9.824657534246576
3587,0,equal allocation,9.827397260273973
3588,0,equal allocation,9.830136986301369
3589,0,equal allocation,9.832876712328767
3590,0,equal allocation,9.835616438356164
3591,0,equal allocation,9.838356164383562
3592,0,equal allocation,9.841095890410958
3593,0,equal allocation,9.843835616438357
3594,0,equal allocation,9.846575342465753
3595,0,equal allocation,9.849315068493151
3596,0,equal allocation,9.852054794520548
3597,0,equal allocation,9.854794520547944
3598,0,equal allocation,9.857534246575343
3599,0,equal allocation,9.860273972602739
3600,0,equal allocation,9.863013698630137
3601,0,equal allocation,9.865753424657534
3602,0,equal allocation,9.868493150684932
3603,0,equal allocation,9.871232876712329
3604,0,equal allocation,9.873972602739727
3605,0,equal allocation,9.876712328767123
3606,0,equal allocation,9.87945205479452
3607,0,equal allocation,9.882191780821918
3608,0,equal allocation,9.884931506849314
3609,0,equal allocation,9.887671232876713
3610,0,equal allocation,9.89041095890411
3611,0,equal allocation,9.893150684931507
3612,0,equal allocation,9.895890410958904
3613,0,equal allocation,9.898630136986302
3614,0,equal allocation,9.901369863013699
3615,0,equal allocation,9.904109589041095
3616,0,equal allocation,9.906849315068493
3617,0,equal allocation,9.90958904109589
3618,0,equal allocation,9.912328767123288
3619,0,equal allocation,9.915068493150685
3620,0,equal allocation,9.917808219178083
3621,0,equal allocation,9.92054794520548
3622,0,equal allocation,9.923287671232877
3623,0,equal allocation,9.926027397260274
3624,0,equal allocation,9.92876712328767
3625,0,equal allocation,9.931506849315069
3626,0,equal allocation,9.934246575342465
3627,0,equal allocation,9.936986301369863
3628,0,equal allocation,9.93972602739726
3629,0,equal allocation,9.942465753424658
3630,0,equal allocation,9.945205479452055
3631,0,equal allocation,9.947945205479453
3632,0,equal allocation,9.95068493150685
3633,0,equal allocation,9.953424657534246
3634,0,equal allocation,9.956164383561644
3635,0,equal allocation,9.95890410958904
3636,0,equal allocation,9.961643835616439
3637,0,equal allocation,9.964383561643835
3638,0,equal allocation,9.967123287671233
3639,0,equal allocation,9.96986301369863
3640,0,equal allocation,9.972602739726028
3641,0,equal allocation,9.975342465753425
3642,0,equal allocation,9.978082191780821
3643,0,equal allocation,9.98082191780822
3644,0,equal allocation,9.983561643835616
3645,0,equal allocation,9.986301369863014
3646,0,equal allocation,9.98904109589041
3647,0,equal allocation,9.991780821917809
3648,0,equal allocation,9.994520547945205
3649,0,equal allocation,9.997260273972604
3650,0,equal allocation,10
3651,0,equal allocation,10.002739726027396
3652,0,equal allocation,10.005479452054795
3653,0,equal allocation,10.008219178082191
3654,0,equal allocation,10.01095890410959
3655,0,equal allocation,10.013698630136986
3656,0,equal allocation,10.016438356164384
3657,0,equal allocation,10.01917808219178
3658,0,equal allocation,10.021917808219179
3659,0,equal allocation,10.024657534246575
3660,0,equal allocation,10.027397260273972
3661,0,equal allocation,10.03013698630137
3662,0,equal allocation,10.032876712328767
3663,0,equal allocation,10.035616438356165
3664,0,equal allocation,10.038356164383561
3665,0,equal allocation,10.04109589041096
3666,0,equal allocation,10.043835616438356
3667,0,equal allocation,10.046575342465754
3668,0,equal allocation,10.04931506849315
3669,0,equal allocation,10.052054794520547
3670,0,equal allocation,10.054794520547945
3671,0,equal allocation,10.057534246575342
3672,0,equal allocation,10.06027397260274
3673,0,equal allocation,10.063013698630137
3674,0,equal allocation,10.065753424657535
3675,0,equal allocation,10.068493150684931
3676,0,equal allocation,10.07123287671233
3677,0,equal allocation,10.073972602739726
3678,0,equal allocation,10.076712328767123
3679,0,equal allocation,10.07945205479452
3680,0,equal allocation,10.082191780821917
3681,0,equal allocation,10.084931506849315
3682,0,equal allocation,10.087671232876712
3683,0,equal allocation,10.09041095890411
3684,0,equal allocation,10.093150684931507
3685,0,equal allocation,10.095890410958905
3686,0,equal allocation,10.098630136986301
3687,0,equal allocation,10.101369863013698
3688,0,equal allocation,10.104109589041096
3689,0,equal allocation,10.106849315068493
3690,0,equal allocation,10.10958904109589
3691,0,equal allocation,10.112328767123287
3692,0,equal allocation,10.115068493150686
3693,0,equal allocation,10.117808219178082
3694,0,equal allocation,10.12054794520548
3695,0,equal allocation,10.123287671232877
3696,0,equal allocation,10.126027397260273
3697,0,equal allocation,10.128767123287671
3698,0,equal allocation,10.131506849315068
3699,0,equal allocation,10.134246575342466
3700,0,equal allocation,10.136986301369863
3701,0,equal allocation,10.139726027397261
3702,0,equal allocation,10.142465753424657
3703,0,equal allocation,10.145205479452056
3704,0,equal allocation,10.147945205479452
3705,0,equal allocation,10.150684931506849
3706,0,equal allocation,10.153424657534247
3707,0,equal allocation,10.156164383561643
3708,0,equal allocation,10.158904109589042
3709,0,equal allocation,10.161643835616438
3710,0,equal allocation,10.164383561643836
3711,0,equal allocation,10.167123287671233
3712,0,equal allocation,10.169863013698631
3713,0,equal allocation,10.172602739726027
3714,0,equal allocation,10.175342465753424
3715,0,equal allocation,10.178082191780822
3716,0,equal allocation,10.180821917808219
3717,0,equal allocation,10.183561643835617
3718,0,equal allocation,10.186301369863013
3719,0,equal allocation,10.189041095890412
3720,0,equal allocation,10.191780821917808
3721,0,equal allocation,10.194520547945206
3722,0,equal allocation,10.197260273972603
3723,0,equal allocation,10.2
3724,0,equal allocation,10.202739726027398
3725,0,equal allocation,10.205479452054794
3726,0,equal allocation,10.208219178082192
3727,0,equal allocation,10.210958904109589
3728,0,equal allocation,10.213698630136987
3729,0,equal allocation,10.216438356164383
3730,0,equal allocation,10.219178082191782
3731,0,equal allocation,10.221917808219178
3732,0,equal allocation,10.224657534246575
3733,0,equal allocation,10.227397260273973
3734,0,equal allocation,10.23013698630137
3735,0,equal allocation,10.232876712328768
3736,0,equal allocation,10.235616438356164
3737,0,equal allocation,10.238356164383562
3738,0,equal allocation,10.241095890410959
3739,0,equal allocation,10.243835616438357
3740,0,equal allocation,10.246575342465754
3741,0,equal allocation,10.24931506849315
3742,0,equal allocation,10.252054794520548
3743,0,equal allocation,10.254794520547945
3744,0,equal allocation,10.257534246575343
3745,0,equal allocation,10.26027397260274
3746,0,equal allocation,10.263013698630138
3747,0,equal allocation,10.265753424657534
3748,0,equal allocation,10.26849315068493
3749,0,equal allocation,10.271232876712329
3750,0,equal allocation,10.273972602739725
3751,0,equal allocation,10.276712328767124
3752,0,equal allocation,10.27945205479452
3753,0,equal allocation,10.282191780821918
3754,0,equal allocation,10.284931506849315
3755,0,equal allocation,10.287671232876713
3756,0,equal allocation,10.29041095890411
3757,0,equal allocation,10.293150684931506
3758,0,equal allocation,10.295890410958904
3759,0,equal allocation,10.2986301369863
3760,0,equal allocation,10.301369863013699
3761,0,equal allocation,10.304109589041095
3762,0,equal allocation,10.306849315068494
3763,0,equal allocation,10.30958904109589
3764,0,equal allocation,10.312328767123288
3765,0,equal allocation,10.315068493150685
3766,0,equal allocation,10.317808219178081
3767,0,equal allocation,10.32054794520548
3768,0,equal allocation,10.323287671232876
3769,0,equal allocation,10.326027397260274
3770,0,equal allocation,10.32876712328767
3771,0,equal allocation,10.331506849315069
3772,0,equal allocation,10.334246575342465
3773,0,equal allocation,10.336986301369864
3774,0,equal allocation,10.33972602739726
3775,0,equal allocation,10.342465753424657
3776,0,equal allocation,10.345205479452055
3777,0,equal allocation,10.347945205479451
3778,0,equal allocation,10.35068493150685
3779,0,equal allocation,10.353424657534246
3780,0,equal allocation,10.356164383561644
3781,0,equal allocation,10.35890410958904
3782,0,equal allocation,10.361643835616439
3783,0,equal allocation,10.364383561643836
3784,0,equal allocation,10.367123287671232
3785,0,equal allocation,10.36986301369863
3786,0,equal allocation,10.372602739726027
3787,0,equal allocation,10.375342465753425
3788,0,equal allocation,10.378082191780821
3789,0,equal allocation,10.38082191780822
3790,0,equal allocation,10.383561643835616
3791,0,equal allocation,10.386301369863014
3792,0,equal allocation,10.389041095890411
3793,0,equal allocation,10.391780821917807
3794,0,equal allocation,10.394520547945206
3795,0,equal allocation,10.397260273972602
3796,0,equal allocation,10.4
3797,0,equal allocation,10.402739726027397
3798,0,equal allocation,10.405479452054795
3799,0,equal allocation,10.408219178082192
3800,0,equal allocation,10.41095890410959
3801,0,equal allocation,10.413698630136986
3802,0,equal allocation,10.416438356164383
3803,0,equal allocation,10.419178082191781
3804,0,equal allocation,10.421917808219177
3805,0,equal allocation,10.424657534246576
3806,0,equal allocation,10.427397260273972
3807,0,equal allocation,10.43013698630137
3808,0,equal allocation,10.432876712328767
3809,0,equal allocation,10.435616438356165
3810,0,equal allocation,10.438356164383562
3811,0,equal allocation,10.441095890410958
3812,0,equal allocation,10.443835616438356
3813,0,equal allocation,10.446575342465753
3814,0,equal allocation,10.449315068493151
3815,0,equal allocation,10.452054794520548
3816,0,equal allocation,10.454794520547946
3817,0,equal allocation,10.457534246575342
3818,0,equal allocation,10.46027397260274
3819,0,equal allocation,10.463013698630137
3820,0,equal allocation,10.465753424657533
3821,0,equal allocation,10.468493150684932
3822,0,equal allocation,10.471232876712328
3823,0,equal allocation,10.473972602739726
3824,0,equal allocation,10.476712328767123
3825,0,equal allocation,10.479452054794521
3826,0,equal allocation,10.482191780821918
3827,0,equal allocation,10.484931506849316
3828,0,equal allocation,10.487671232876712
3829,0,equal allocation,10.490410958904109
3830,0,equal allocation,10.493150684931507
3831,0,equal allocation,10.495890410958904
3832,0,equal allocation,10.498630136986302
3833,0,equal allocation,10.501369863013698
3834,0,equal allocation,10.504109589041096
3835,0,equal allocation,10.506849315068493
3836,0,equal allocation,10.509589041095891
3837,0,equal allocation,10.512328767123288
3838,0,equal allocation,10.515068493150684
3839,0,equal allocation,10.517808219178082
3840,0,equal allocation,10.520547945205479
3841,0,equal allocation,10.523287671232877
3842,0,equal allocation,10.526027397260274
3843,0,equal allocation,10.528767123287672
3844,0,equal allocation,10.531506849315068
3845,0,equal allocation,10.534246575342467
3846,0,equal allocation,10.536986301369863
3847,0,equal allocation,10.53972602739726
3848,0,equal allocation,10.542465753424658
3849,0,equal allocation,10.545205479452054
3850,0,equal allocation,10.547945205479452
3851,0,equal allocation,10.550684931506849
3852,0,equal allocation,10.553424657534247
3853,0,equal allocation,10.556164383561644
3854,0,equal allocation,10.558904109589042
3855,0,equal allocation,10.561643835616438
3856,0,equal allocation,10.564383561643835
3857,0,equal allocation,10.567123287671233
3858,0,equal allocation,10.56986301369863
3859,0,equal allocation,10.572602739726028
3860,0,equal allocation,10.575342465753424
3861,0,equal allocation,10.578082191780823
3862,0,equal allocation,10.580821917808219
3863,0,equal allocation,10.583561643835617
3864,0,equal allocation,10.586301369863014
3865,0,equal allocation,10.58904109589041
3866,0,equal allocation,10.591780821917808
3867,0,equal allocation,10.594520547945205
3868,0,equal allocation,10.597260273972603
3869,0,equal allocation,10.6
3870,0,equal allocation,10.602739726027398
3871,0,equal allocation,10.605479452054794
3872,0,equal allocation,10.608219178082193
3873,0,equal allocation,10.610958904109589
3874,0,equal allocation,10.613698630136986
3875,0,equal allocation,10.616438356164384
3876,0,equal allocation,10.61917808219178
3877,0,equal allocation,10.621917808219179
3878,0,equal allocation,10.624657534246575
3879,0,equal allocation,10.627397260273973
3880,0,equal allocation,10.63013698630137
3881,0,equal allocation,10.632876712328768
3882,0,equal allocation,10.635616438356164
3883,0,equal allocation,10.638356164383561
3884,0,equal allocation,10.64109589041096
3885,0,equal allocation,10.643835616438356
3886,0,equal allocation,10.646575342465754
3887,0,equal allocation,10.64931506849315
3888,0,equal allocation,10.652054794520549
3889,0,equal allocation,10.654794520547945
3890,0,equal allocation,10.657534246575343
3891,0,equal allocation,10.66027397260274
3892,0,equal allocation,10.663013698630136
3893,0,equal allocation,10.665753424657535
3894,0,equal allocation,10.668493150684931
3895,0,equal allocation,10.67123287671233
3896,0,equal allocation,10.673972602739726
3897,0,equal allocation,10.676712328767124
3898,0,equal allocation,10.67945205479452
3899,0,equal allocation,10.682191780821919
3900,0,equal allocation,10.684931506849315
3901,0,equal allocation,10.687671232876712
3902,0,equal allocation,10.69041095890411
3903,0,equal allocation,10.693150684931506
3904,0,equal allocation,10.695890410958905
3905,0,equal allocation,10.698630136986301
3906,0,equal allocation,10.7013698630137
3907,0,equal allocation,10.704109589041096
3908,0,equal allocation,10.706849315068494
3909,0,equal allocation,10.70958904109589
3910,0,equal allocation,10.712328767123287
3911,0,equal allocation,10.715068493150685
3912,0,equal allocation,10.717808219178082
3913,0,equal allocation,10.72054794520548
3914,0,equal allocation,10.723287671232876
3915,0,equal allocation,10.726027397260275
3916,0,equal allocation,10.728767123287671
3917,0,equal allocation,10.73150684931507
3918,0,equal allocation,10.734246575342466
3919,0,equal allocation,10.736986301369862
3920,0,equal allocation,10.73972602739726
3921,0,equal allocation,10.742465753424657
3922,0,equal allocation,10.745205479452055
3923,0,equal allocation,10.747945205479452
3924,0,equal allocation,10.75068493150685
3925,0,equal allocation,10.753424657534246
3926,0,equal allocation,10.756164383561643
3927,0,equal allocation,10.758904109589041
3928,0,equal allocation,10.761643835616438
3929,0,equal allocation,10.764383561643836
3930,0,equal allocation,10.767123287671232
3931,0,equal allocation,10.76986301369863
3932,0,equal allocation,10.772602739726027
3933,0,equal allocation,10.775342465753425
3934,0,equal allocation,10.778082191780822
3935,0,equal allocation,10.780821917808218
3936,0,equal allocation,10.783561643835617
3937,0,equal allocation,10.786301369863013
3938,0,equal allocation,10.789041095890411
3939,0,equal allocation,10.791780821917808
3940,0,equal allocation,10.794520547945206
3941,0,equal allocation,10.797260273972602
3942,0,equal allocation,10.8
3943,0,equal allocation,10.802739726027397
3944,0,equal allocation,10.805479452054794
3945,0,equal allocation,10.808219178082192
3946,0,equal allocation,10.810958904109588
3947,0,equal allocation,10.813698630136987
3948,0,equal allocation,10.816438356164383
3949,0,equal allocation,10.819178082191781
3950,0,equal allocation,10.821917808219178
3951,0,equal allocation,10.824657534246576
3952,0,equal allocation,10.827397260273973
3953,0,equal allocation,10.830136986301369
3954,0,equal allocation,10.832876712328767
3955,0,equal allocation,10.835616438356164
3956,0,equal allocation,10.838356164383562
3957,0,equal allocation,10.841095890410958
3958,0,equal allocation,10.843835616438357
3959,0,equal allocation,10.846575342465753
3960,0,equal allocation,10.849315068493151
3961,0,equal allocation,10.852054794520548
3962,0,equal allocation,10.854794520547944
3963,0,equal allocation,10.857534246575343
3964,0,equal allocation,10.860273972602739
3965,0,equal allocation,10.863013698630137
3966,0,equal allocation,10.865753424657534
3967,0,equal allocation,10.868493150684932
3968,0,equal allocation,10.871232876712329
3969,0,equal allocation,10.873972602739727
3970,0,equal allocation,10.876712328767123
3971,0,equal allocation,10.87945205479452
3972,0,equal allocation,10.882191780821918
3973,0,equal allocation,10.884931506849314
3974,0,equal allocation,10.887671232876713
3975,0,equal allocation,10.89041095890411
3976,0,equal allocation,10.893150684931507
3977,0,equal allocation,10.895890410958904
3978,0,equal allocation,10.898630136986302
3979,0,equal allocation,10.901369863013699
3980,0,equal allocation,10.904109589041095
3981,0,equal allocation,10.906849315068493
3982,0,equal allocation,10.90958904109589
3983,0,equal allocation,10.912328767123288
3984,0,equal allocation,10.915068493150685
3985,0,equal allocation,10.917808219178083
3986,0,equal allocation,10.92054794520548
3987,0,equal allocation,10.923287671232877
3988,0,equal allocation,10.926027397260274
3989,0,equal allocation,10.92876712328767
3990,0,equal allocation,10.931506849315069
3991,0,equal allocation,10.934246575342465
3992,0,equal allocation,10.936986301369863
3993,0,equal allocation,10.93972602739726
3994,0,equal allocation,10.942465753424658
3995,0,equal allocation,10.945205479452055
3996,0,equal allocation,10.947945205479453
3997,0,equal allocation,10.95068493150685
3998,0,equal allocation,10.953424657534246
3999,0,equal allocation,10.956164383561644
4000,0,equal allocation,10.95890410958904
4001,0,equal allocation,10.961643835616439
4002,0,equal allocation,10.964383561643835
4003,0,equal allocation,10.967123287671233
4004,0,equal allocation,10.96986301369863
4005,0,equal allocation,10.972602739726028
4006,0,equal allocation,10.975342465753425
4007,0,equal allocation,10.978082191780821
4008,0,equal allocation,10.98082191780822
4009,0,equal allocation,10.983561643835616
