step,E_a,E_b,E_c,prevA,prevB,prevC,run
126,1,0,0,2.3177334231138167e-4,0,0,det
127,1,0,0,2.3314667718605416e-4,0,0,det
128,1,0,0,2.3452362222899418e-4,0,0,det
129,1,0,0,2.3590421690428858e-4,0,0,det
130,1,0,0,2.3728850019526067e-4,0,0,det
131,1,0,0,2.3867651061698246e-4,0,0,det
132,1,0,0,2.400682862285388e-4,0,0,det
133,1,0,0,2.4146386464505459e-4,0,0,det
134,1,0,0,2.4286328304946877e-4,0,0,det
135,1,0,0,2.4426657820408545e-4,0,0,det
136,1,0,0,2.456737864618742e-4,0,0,det
137,1,0,0,2.4708494377755823e-4,0,0,det
138,1,0,0,2.485000857184491e-4,0,0,det
139,1,0,0,2.4991924747508153e-4,0,0,det
140,1,0,0,2.513424638716032e-4,0,0,det
141,1,0,0,2.5276976937595364e-4,0,0,det
142,1,0,0,2.5420119810983606e-4,0,0,det
143,1,0,0,2.5563678385845417e-4,0,0,det
144,1,0,0,2.570765600800617e-4,0,0,det
145,1,0,0,2.5852055991528843e-4,0,0,det
146,1,0,0,2.59968816196278e-4,0,0,det
147,1,0,0,2.614213614556214e-4,0,0,det
148,1,0,0,2.628782279350835e-4,0,0,det
149,1,0,0,2.6433944759416496e-4,0,0,det
150,1,0,0,2.6580505211843514e-4,0,0,det
151,1,0,0,2.6727507292773067e-4,0,0,det
152,1,0,0,2.687495411841245e-4,0,0,det
153,1,0,0,2.702284877997485e-4,0,0,det
154,1,0,0,2.717119434444335e-4,0,0,det
155,1,0,0,2.7319993855316906e-4,0,0,det
156,1,0,0,2.746925033334066e-4,0,0,det
157,1,0,0,2.761896677722046e-4,0,0,det
158,1,0,0,2.776914616431869e-4,0,0,det
159,1,0,0,2.791979145133789e-4,0,0,det
160,1,0,0,2.8070905574986666e-4,0,0,det
161,1,0,0,2.822249145263041e-4,0,0,det
162,1,0,0,2.837455198292838e-4,0,0,det
163,1,0,0,2.85270900464567e-4,0,0,det
164,1,0,0,0.00028680108506315497,0,0,det
165,1,0,0,2.883361020872348e-4,0,0,det
166,1,0,0,2.898759798360014e-4,0,0,det
167,1,0,0,2.914207464513112e-4,0,0,det
168,1,0,0,2.929704299232469e-4,0,0,det
169,1,0,0,2.945250580955329e-4,0,0,det
170,1,0,0,2.960846586708423e-4,0,0,det
171,1,0,0,2.9764925921595803e-4,0,0,det
172,1,0,0,2.992188871668579e-4,0,0,det
173,1,0,0,3.0079356983362846e-4,0,0,det
174,1,0,0,3.023733344053339e-4,0,0,det
175,1,0,0,3.0395820795471644e-4,0,0,det
176,1,0,0,3.05548217442815e-4,0,0,det
177,1,0,0,3.071433897234822e-4,0,0,det
178,1,0,0,3.0874375154779475e-4,0,0,det
179,1,0,0,3.1034932956836594e-4,0,0,det
180,1,0,0,3.1196015034354476e-4,0,0,det
181,1,0,0,3.135762403415468e-4,0,0,det
182,1,0,0,3.151976259444784e-4,0,0,det
183,1,0,0,3.168243334522544e-4,0,0,det
184,1,0,0,3.18456389086466e-4,0,0,det
185,1,0,0,3.200938189941265e-4,0,0,det
186,1,0,0,3.217366492513406e-4,0,0,det
187,1,0,0,3.2338490586691324e-4,0,0,det
188,1,0,0,3.2503861478585215e-4,0,0,det
189,1,0,0,3.26697801892797e-4,0,0,det
190,1,0,0,3.2836249301538325e-4,0,0,det
191,1,0,0,3.3003271392752307e-4,0,0,det
192,1,0,0,3.317084903526134e-4,0,0,det
193,1,0,0,3.333898479666809e-4,0,0,det
194,1,0,0,3.3507681240144084e-4,0,0,det
195,1,0,0,3.367694092473056e-4,0,0,det
196,1,0,0,3.3846766405631873e-4,0,0,det
197,1,0,0,3.401716023450337e-4,0,0,det
198,1,0,0,3.4188124959730717e-4,0,0,det
199,1,0,0,3.435966312670627e-4,0,0,det
200,1,0,0,3.453177727809654e-4,0,0,det
201,1,0,0,3.470446995410581e-4,0,0,det
202,1,0,0,3.4877743692734493e-4,0,0,det
203,1,0,0,3.5051601030027413e-4,0,0,det
204,1,0,0,3.5226044500324955e-4,0,0,det
205,1,0,0,3.5401076636500366e-4,0,0,det
206,1,0,0,3.557669997019663e-4,0,0,det
207,1,0,0,3.575291703205909e-4,0,0,det
208,1,0,0,3.592973035195945e-4,0,0,det
209,1,0,0,3.610714245921713e-4,0,0,det
210,1,0,0,3.628515588281815e-4,0,0,det
211,1,0,0,3.646377315162402e-4,0,0,det
212,1,0,0,3.664299679458249e-4,0,0,det
213,1,0,0,3.682282934092834e-4,0,0,det
214,1,0,0,3.700327332038529e-4,0,0,det
215,1,0,0,3.718433126335813e-4,0,0,det
216,1,0,0,3.7366005701125926e-4,0,0,det
217,1,0,0,3.754829916602978e-4,0,0,det
218,1,0,0,3.773121419165308e-4,0,0,det
219,1,0,0,3.7914753313005457e-4,0,0,det
220,1,0,0,3.809891906669613e-4,0,0,det
221,1,0,0,3.8283713991106745e-4,0,0,det
222,1,0,0,3.846914062656192e-4,0,0,det
223,1,0,0,3.865520151549414e-4,0,0,det
224,1,0,0,3.8841899202607356e-4,0,0,det
225,1,0,0,3.902923623503455e-4,0,0,det
226,1,0,0,3.9217215162496664e-4,0,0,det
227,1,0,0,3.940583853745422e-4,0,0,det
228,1,0,0,3.959510891525802e-4,0,0,det
229,1,0,0,3.9785028854297613e-4,0,0,det
230,1,0,0,3.9975600916145005e-4,0,0,det
231,1,0,0,4.0166827665697987e-4,0,0,det
232,1,0,0,4.035871167131851e-4,0,0,det
233,1,0,0,4.05512555049702e-4,0,0,det
234,1,0,0,4.074446174235213e-4,0,0,det
235,1,0,0,4.0938332963031716e-4,0,0,det
236,1,0,0,4.113287175057335e-4,0,0,det
237,1,0,0,4.13280806926672e-4,0,0,det
238,1,0,0,4.152396238125102e-4,0,0,det
239,1,0,0,4.1720519412637044e-4,0,0,det
240,1,0,0,4.191775438762952e-4,0,0,det
241,1,0,0,4.2115669911643895e-4,0,0,det
242,1,0,0,4.231426859482443e-4,0,0,det
243,1,0,0,4.251355305215832e-4,0,0,det
244,1,0,0,4.27135259035868e-4,0,0,det
245,1,0,0,4.2914189774118295e-4,0,0,det
246,1,0,0,4.311554729393509e-4,0,0,det
247,1,0,0,4.331760109850286e-4,0,0,det
248,1,0,0,4.3520353828672563e-4,0,0,det
249,1,0,0,4.372380813078734e-4,0,0,det
250,1,0,0,4.3927966656783656e-4,0,0,det
251,1,0,0,4.413283206429044e-4,0,0,det
252,1,0,0,4.433840701672998e-4,0,0,det
253,1,0,0,4.4544694183413635e-4,0,0,det
254,1,0,0,4.475169623963751e-4,0,0,det
255,1,0,0,4.49594158667795e-4,0,0,det
256,1,0,0,4.516785575238883e-4,0,0,det
257,1,0,0,4.5377018590279835e-4,0,0,det
258,1,0,0,4.55869070806227e-4,0,0,det
259,1,0,0,4.5797523930029584e-4,0,0,det
260,1,0,0,4.600887185164638e-4,0,0,det
261,1,0,0,4.6220953565235997e-4,0,0,det
262,1,0,0,4.643377179726553e-4,0,0,det
263,1,0,0,4.6647329280989473e-4,0,0,det
264,1,0,0,4.6861628756534273e-4,0,0,det
265,1,0,0,4.707667297097881e-4,0,0,det
266,1,0,0,4.7292464678434874e-4,0,0,det
267,1,0,0,4.750900664012854e-4,0,0,det
268,1,0,0,4.772630162447831e-4,0,0,det
269,1,0,0,4.7944352407173693e-4,0,0,det
270,1,0,0,4.81631617712508e-4,0,0,det
271,1,0,0,4.8382732507168896e-4,0,0,det
272,1,0,0,4.860306741288648e-4,0,0,det
273,1,0,0,4.882416929393455e-4,0,0,det
274,1,0,0,4.904604096348876e-4,0,0,det
275,1,0,0,4.926868524244428e-4,0,0,det
276,1,0,0,4.949210495948678e-4,0,0,det
277,1,0,0,4.971630295116231e-4,0,0,det
278,1,0,0,4.994128206194827e-4,0,0,det
279,1,0,0,5.016704514432401e-4,0,0,det
280,1,0,0,5.039359505883648e-4,0,0,det
281,1,0,0,5.062093467417063e-4,0,0,det
282,1,0,0,5.084906686721764e-4,0,0,det
283,1,0,0,5.107799452313853e-4,0,0,det
284,1,0,0,5.130772053543255e-4,0,0,det
285,1,0,0,5.153824780600156e-4,0,0,det
286,1,0,0,5.176957924521568e-4,0,0,det
287,1,0,0,5.200171777197718e-4,0,0,det
288,1,0,0,5.223466631378369e-4,0,0,det
289,1,0,0,5.246842780679045e-4,0,0,det
290,1,0,0,5.270300519587692e-4,0,0,det
291,1,0,0,5.293840143470331e-4,0,0,det
292,1,0,0,5.317461948577674e-4,0,0,det
293,1,0,0,5.34116623205093e-4,0,0,det
294,1,0,0,5.364953291927988e-4,0,0,det
295,1,0,0,5.38882342714958e-4,0,0,det
296,1,0,0,5.412776937564817e-4,0,0,det
297,1,0,0,5.436814123937737e-4,0,0,det
298,1,0,0,5.460935287952608e-4,0,0,det
299,1,0,0,5.485140732220103e-4,0,0,det
300,1,0,0,5.509430760283076e-4,0,0,det
301,1,0,0,5.533805676622142e-4,0,0,det
302,1,0,0,5.55826578666181e-4,0,0,det
303,1,0,0,5.58281139677567e-4,0,0,det
304,1,0,0,5.607442814292501e-4,0,0,det
305,1,0,0,5.632160347501594e-4,0,0,det
306,1,0,0,5.6569643056585e-4,0,0,det
307,1,0,0,5.681854998990748e-4,0,0,det
308,1,0,0,5.706832738702981e-4,0,0,det
309,1,0,0,5.731897836982859e-4,0,0,det
310,1,0,0,5.757050607006435e-4,0,0,det
311,1,0,0,5.7822913629434e-4,0,0,det
312,1,0,0,5.807620419962832e-4,0,0,det
313,1,0,0,5.833038094238415e-4,0,0,det
314,1,0,0,5.858544702953954e-4,0,0,det
315,1,0,0,5.88414056430852e-4,0,0,det
316,1,0,0,5.909825997522085e-4,0,0,det
317,1,0,0,5.935601322840619e-4,0,0,det
318,1,0,0,5.961466861541386e-4,0,0,det
319,1,0,0,5.987422935938528e-4,0,0,det
320,1,0,0,6.013469869387873e-4,0,0,det
321,1,0,0,6.039607986292547e-4,0,0,det
322,1,0,0,6.065837612108026e-4,0,0,det
323,1,0,0,6.092159073347423e-4,0,0,det
324,1,0,0,6.118572697586636e-4,0,0,det
325,1,0,0,6.145078813469537e-4,0,0,det
326,1,0,0,6.171677750713208e-4,0,0,det
327,1,0,0,6.198369840113016e-4,0,0,det
328,1,0,0,6.225155413547826e-4,0,0,det
329,1,0,0,6.252034803984978e-4,0,0,det
330,1,0,0,6.279008345485769e-4,0,0,det
331,1,0,0,6.306076373210019e-4,0,0,det
332,1,0,0,6.333239223421739e-4,0,0,det
333,1,0,0,6.36049723349377e-4,0,0,det
334,1,0,0,6.387850741913168e-4,0,0,det
335,1,0,0,6.415300088286173e-4,0,0,det
336,1,0,0,6.442845613343161e-4,0,0,det
337,1,0,0,6.47048765894387e-4,0,0,det
338,1,0,0,6.49822656808245e-4,0,0,det
339,1,0,0,6.52606268489237e-4,0,0,det
340,1,0,0,6.553996354651513e-4,0,0,det
341,1,0,0,6.582027923787373e-4,0,0,det
342,1,0,0,6.610157739881878e-4,0,0,det
343,1,0,0,6.638386151676542e-4,0,0,det
344,1,0,0,6.666713509077262e-4,0,0,det
345,1,0,0,6.695140163159891e-4,0,0,det
346,1,0,0,6.723666466174485e-4,0,0,det
347,1,0,0,6.752292771550961e-4,0,0,det
348,1,0,0,6.781019433903848e-4,0,0,det
349,1,0,0,6.809846809037203e-4,0,0,det
350,1,0,0,6.838775253949963e-4,0,0,det
351,1,0,0,6.867805126840482e-4,0,0,det
352,1,0,0,6.896936787112063e-4,0,0,det
353,1,0,0,6.926170595377547e-4,0,0,det
354,1,0,0,6.955506913464412e-4,0,0,det
355,1,0,0,6.984946104420099e-4,0,0,det
356,1,0,0,7.014488532516612e-4,0,0,det
357,1,0,0,7.044134563255784e-4,0,0,det
358,1,0,0,7.073884563374164e-4,0,0,det
359,1,0,0,7.103738900848193e-4,0,0,det
360,1,0,0,7.133697944899099e-4,0,0,det
361,1,0,0,7.163762065997915e-4,0,0,det
362,1,0,0,7.193931635870533e-4,0,0,det
363,1,0,0,7.224207027502911e-4,0,0,det
364,1,0,0,7.254588615145845e-4,0,0,det
365,1,0,0,7.28507677432016e-4,0,0,det
366,1,0,0,7.31567188182158e-4,0,0,det
367,1,0,0,7.346374315726215e-4,0,0,det
368,1,0,0,7.377184455395176e-4,0,0,det
369,1,0,0,7.408102681479734e-4,0,0,det
370,1,0,0,7.439129375926517e-4,0,0,det
371,1,0,0,7.470264921982435e-4,0,0,det
372,1,0,0,7.50150970419991e-4,0,0,det
373,1,0,0,7.532864108441997e-4,0,0,det
374,1,0,0,7.564328521887216e-4,0,0,det
375,1,0,0,7.595903333034823e-4,0,0,det
376,1,0,0,7.627588931709942e-4,0,0,det
377,1,0,0,7.659385709068787e-4,0,0,det
378,1,0,0,7.691294057603312e-4,0,0,det
379,1,0,0,7.723314371147088e-4,0,0,det
380,1,0,0,7.755447044879676e-4,0,0,det
381,1,0,0,7.787692475332426e-4,0,0,det
382,1,0,0,7.820051060393083e-4,0,0,det
383,1,0,0,7.85252319931145e-4,0,0,det
384,1,0,0,7.88510929270408e-4,0,0,det
385,1,0,0,7.917809742560041e-4,0,0,det
386,1,0,0,7.950624952245391e-4,0,0,det
387,1,0,0,7.983555326509083e-4,0,0,det
388,1,0,0,8.016601271487895e-4,0,0,det
389,1,0,0,8.04976319471118e-4,0,0,det
390,1,0,0,8.083041505107112e-4,0,0,det
391,1,0,0,8.116436613006967e-4,0,0,det
392,1,0,0,8.149948930151031e-4,0,0,det
393,1,0,0,8.183578869693499e-4,0,0,det
394,1,0,0,8.217326846207821e-4,0,0,det
395,1,0,0,8.251193275692173e-4,0,0,det
396,1,0,0,8.285178575574546e-4,0,0,det
397,1,0,0,8.319283164718175e-4,0,0,det
398,1,0,0,8.353507463426867e-4,0,0,det
399,1,0,0,8.387851893450098e-4,0,0,det
400,1,0,0,8.422316877988907e-4,0,0,det
401,1,0,0,8.456902841700593e-4,0,0,det
402,1,0,0,8.491610210704479e-4,0,0,det
403,1,0,0,8.526439412587455e-4,0,0,det
404,1,0,0,8.561390876408967e-4,0,0,det
405,1,0,0,8.59646503270652e-4,0,0,det
406,1,0,0,8.631662313501258e-4,0,0,det
407,1,0,0,8.666983152303567e-4,0,0,det
408,1,0,0,8.702427984117994e-4,0,0,det
409,1,0,0,8.737997245449132e-4,0,0,det
410,1,0,0,8.773691374307016e-4,0,0,det
411,1,0,0,8.809510810212554e-4,0,0,det
412,1,0,0,8.845455994203062e-4,0,0,det
413,1,0,0,8.881527368837829e-4,0,0,det
414,1,0,0,8.917725378203415e-4,0,0,det
415,1,0,0,8.954050467919661e-4,0,0,det
416,1,0,0,8.990503085144826e-4,0,0,det
417,1,0,0,9.02708367858128e-4,0,0,det
418,1,0,0,9.063792698481308e-4,0,0,det
419,1,0,0,9.100630596652529e-4,0,0,det
420,1,0,0,9.137597826463382e-4,0,0,det
421,1,0,0,9.174694842848882e-4,0,0,det
422,1,0,0,9.211922102316714e-4,0,0,det
423,1,0,0,9.249280062952015e-4,0,0,det
424,1,0,0,9.286769184423859e-4,0,0,det
425,1,0,0,9.324389927990497e-4,0,0,det
426,1,0,0,9.362142756505249e-4,0,0,det
427,1,0,0,9.400028134422382e-4,0,0,det
428,1,0,0,9.438046527802193e-4,0,0,det
429,1,0,0,9.476198404317974e-4,0,0,det
430,1,0,0,9.514484233260468e-4,0,0,det
431,1,0,0,9.552904485544573e-4,0,0,det
432,1,0,0,9.591459633714701e-4,0,0,det
433,1,0,0,9.630150151950928e-4,0,0,det
434,1,0,0,9.668976516074602e-4,0,0,det
435,1,0,0,9.707939203554272e-4,0,0,det
436,1,0,0,9.747038693511582e-4,0,0,det
437,1,0,0,9.78627546672708e-4,0,0,det
438,1,0,0,9.825650005646407e-4,0,0,det
439,1,0,0,9.865162794385949e-4,0,0,det
440,1,0,0,9.904814318738796e-4,0,0,det
441,1,0,0,9.94460506618081e-4,0,0,det
442,1,0,0,9.98453552587668e-4,0,0,det
443,1,0,0,0.0010024606188685752,0,0,det
444,1,0,0,0.0010064817547168067,0,0,det
445,1,0,0,0.0010105170095590658,0,0,det
446,1,0,0,0.0010145664329933204,0,0,det
447,1,0,0,0.0010186300747894296,0,0,det
448,1,0,0,0.001022707984889757,0,0,det
449,1,0,0,0.0010268002134097979,0,0,det
450,1,0,0,0.001030906810638746,0,0,det
451,1,0,0,0.0010350278270401386,0,0,det
452,1,0,0,0.0010391633132524848,0,0,det
453,1,0,0,0.0010433133200898495,0,0,det
454,1,0,0,0.0010474778985424995,0,0,det
455,1,0,0,0.001051657099777523,0,0,det
456,1,0,0,0.001055850975139427,0,0,det
457,1,0,0,0.001060059576150821,0,0,det
458,1,0,0,0.001064282954512982,0,0,det
459,1,0,0,0.0010685211621065133,0,0,det
460,1,0,0,0.0010727742509919857,0,0,det
461,1,0,0,0.0010770422734105462,0,0,det
462,1,0,0,0.001081325281784586,0,0,det
463,1,0,0,0.0010856233287183227,0,0,det
464,1,0,0,0.001089936466998532,0,0,det
465,1,0,0,0.0010942647495950826,0,0,det
466,1,0,0,0.0010986082296616422,0,0,det
467,1,0,0,0.001102966960536339,0,0,det
468,1,0,0,0.0011073409957423439,0,0,det
469,1,0,0,0.001111730388988582,0,0,det
470,1,0,0,0.0011161351941703637,0,0,det
471,1,0,0,0.0011205554653700117,0,0,det
472,1,0,0,0.001124991256857557,0,0,det
473,1,0,0,0.001129442623091384,0,0,det
474,1,0,0,0.001133909618718851,0,0,det
475,1,0,0,0.0011383922985770463,0,0,det
476,1,0,0,0.0011428907176933261,0,0,det
477,1,0,0,0.0011474049312861143,0,0,det
478,1,0,0,0.0011519349947654426,0,0,det
479,1,0,0,0.001156480963733722,0,0,det
480,1,0,0,0.0011610428939863463,0,0,det
481,1,0,0,0.0011656208415124322,0,0,det
482,1,0,0,0.0011702148624954196,0,0,det
483,1,0,0,0.0011748250133138205,0,0,det
484,1,0,0,0.0011794513505418423,0,0,det
485,1,0,0,0.0011840939309501134,0,0,det
486,1,0,0,0.0011887528115063631,0,0,det
487,1,0,0,0.0011934280493760736,0,0,det
488,1,0,0,0.0011981197019232243,0,0,det
489,1,0,0,0.0012028278267109164,0,0,det
490,1,0,0,0.0012075524815021517,0,0,det
491,1,0,0,0.0012122937242604447,0,0,det
492,1,0,0,0.0012170516131505698,0,0,det
493,1,0,0,0.001221826206539265,0,0,det
494,1,0,0,0.0012266175629958968,0,0,det
495,1,0,0,0.001231425741293203,0,0,det
496,1,0,0,0.0012362508004079933,0,0,det
497,1,0,0,0.001241092799521847,0,0,det
498,1,0,0,0.0012459517980218352,0,0,det
499,1,0,0,0.0012508278555011956,0,0,det
500,1,0,0,0.001255721031760139,0,0,det
501,1,0,0,0.0012606313868064715,0,0,det
502,1,0,0,0.0012655589808563924,0,0,det
503,1,0,0,0.0012705038743351523,0,0,det
504,1,0,0,0.001275466127877828,0,0,det
505,1,0,0,0.001280445802330024,0,0,det
506,1,0,0,0.0012854429587486112,0,0,det
507,1,0,0,0.0012904576584024596,0,0,det
508,1,0,0,0.0012954899627732057,0,0,det
509,1,0,0,0.0013005399335559087,0,0,det
510,1,0,0,0.0013056076326598647,0,0,det
511,1,0,0,0.0013106931222093316,0,0,det
512,1,0,0,0.0013157964645442667,0,0,det
513,1,0,0,0.001320917722221073,0,0,det
514,1,0,0,0.001326056958013336,0,0,det
515,1,0,0,0.001331214234912613,0,0,det
516,1,0,0,0.001336389616129147,0,0,det
517,1,0,0,0.0013415831650926654,0,0,det
518,1,0,0,0.0013467949454531022,0,0,det
519,1,0,0,0.0013520250210813623,0,0,det
520,1,0,0,0.0013572734560701341,0,0,det
521,1,0,0,0.0013625403147345767,0,0,det
522,1,0,0,0.0013678256616131584,0,0,det
523,1,0,0,0.0013731295614684122,0,0,det
524,1,0,0,0.0013784520792876774,0,0,det
525,1,0,0,0.001383793280283898,0,0,det
526,1,0,0,0.0013891532298964334,0,0,det
527,1,0,0,0.0013945319937917855,0,0,det
528,1,0,0,0.001399929637864437,0,0,det
529,1,0,0,0.0014053462282375673,0,0,det
530,1,0,0,0.0014107818312639234,0,0,det
531,1,0,0,0.0014162365135265492,0,0,det
532,1,0,0,0.0014217103418396357,0,0,det
533,1,0,0,0.0014272033832492565,0,0,det
534,1,0,0,0.0014327157050342048,0,0,det
535,1,0,0,0.001438247374706817,0,0,det
536,1,0,0,0.00144379846001371,0,0,det
537,1,0,0,0.0014493690289366541,0,0,det
538,1,0,0,0.0014549591496933777,0,0,det
539,1,0,0,0.0014605688907383145,0,0,det
540,1,0,0,0.0014661983207635055,0,0,det
541,1,0,0,0.0014718475086993668,0,0,det
542,1,0,0,0.0014775165237155068,0,0,det
543,1,0,0,0.0014832054352216125,0,0,det
544,1,0,0,0.0014889143128681873,0,0,det
545,1,0,0,0.0014946432265474019,0,0,det
546,1,0,0,0.0015003922463940084,0,0,det
547,1,0,0,0.001506161442786072,0,0,det
548,1,0,0,0.0015119508863458543,0,0,det
549,1,0,0,0.0015177606479406438,0,0,det
550,1,0,0,0.0015235907986836318,0,0,det
551,1,0,0,0.0015294414099346907,0,0,det
552,1,0,0,0.0015353125533012636,0,0,det
553,1,0,0,0.0015412043006392474,0,0,det
554,1,0,0,0.0015471167240537695,0,0,det
555,1,0,0,0.0015530498959000993,0,0,det
556,1,0,0,0.0015590038887845234,0,0,det
557,1,0,0,0.0015649787755651155,0,0,det
