step,E_a,E_b,E_c,prevA,prevB,prevC,run
13647,0,0,1,0.001319893386301493,4.350861648696028e-5,0.9999959882406483,det
13648,0,0,1,0.0013195501781737076,4.348039719581274e-5,0.9999959979932868,det
13649,0,0,1,0.0013192070591963344,4.345219620904726e-5,0.9999960077222135,det
13650,0,0,1,0.0013188640293462282,4.342401351478508e-5,0.999996017427492,det
13651,0,0,1,0.00131852108860024,4.339584910115485e-5,0.9999960271091771,det
13652,0,0,1,0.0013181782369352207,4.336770295629273e-5,0.9999960367673197,det
13653,0,0,1,0.0013178354743280515,4.3339575068343435e-5,0.9999960464019889,det
13654,0,0,1,0.0013174928007555998,4.331146542545865e-5,0.9999960560132375,det
13655,0,0,1,0.0013171502161947299,4.3283374015797546e-5,0.9999960656011122,det
13656,0,0,1,0.0013168077206223488,4.325530082752815e-5,0.999996075165687,det
13657,0,0,1,0.0013164653140153313,4.3227245848824966e-5,0.999996084707006,det
13658,0,0,1,0.001316122996350582,4.319920906787096e-5,0.9999960942251331,det
13659,0,0,1,0.0013157807676049973,4.317119047285626e-5,0.9999961037201187,det
13660,0,0,1,0.0013154386277554845,4.3143190051978925e-5,0.9999961131920182,det
13661,0,0,1,0.0013150965767789733,4.3115207793445167e-5,0.9999961226408993,det
13662,0,0,1,0.0013147546146523698,4.308724368546791e-5,0.9999961320668067,det
13663,0,0,1,0.0013144127413526013,4.305929771626822e-5,0.9999961414697958,det
13664,0,0,1,0.001314070956856609,4.3031369874075136e-5,0.9999961508499287,det
13665,0,0,1,0.0013137292611413297,4.300346014712494e-5,0.9999961602072593,det
13666,0,0,1,0.0013133876541837044,4.297556852366155e-5,0.9999961695418389,det
13667,0,0,1,0.0013130461359606902,4.294769499193685e-5,0.9999961788537285,det
13668,0,0,1,0.0013127047064492355,4.2919839540209894e-5,0.9999961881429749,det
13669,0,0,1,0.0013123633656263215,4.28920021567482e-5,0.9999961974096475,det
13670,0,0,1,0.0013120221134689015,4.286418282982587e-5,0.9999962066537879,det
13671,0,0,1,0.0013116809499539614,4.2836381547725456e-5,0.9999962158754586,det
13672,0,0,1,0.0013113398750584759,4.280859829873658e-5,0.9999962250747091,det
13673,0,0,1,0.0013109988887594346,4.278083307115674e-5,0.9999962342515956,det
13674,0,0,1,0.0013106579910338312,4.275308585329107e-5,0.9999962434061713,det
13675,0,0,1,0.0013103171818586684,4.272535663345231e-5,0.9999962525384931,det
13676,0,0,1,0.001309976461210953,4.269764539996078e-5,0.9999962616486147,det
13677,0,0,1,0.0013096358290676947,4.2669952141144276e-5,0.9999962707365886,det
13678,0,0,1,0.0013092952854059172,4.2642276845338466e-5,0.9999962798024727,det
13679,0,0,1,0.0013089548302026369,4.2614619500886166e-5,0.999996288846315,det
13680,0,0,1,0.0013086144634348873,4.258698009613811e-5,0.9999962978681709,det
13681,0,0,1,0.0013082741850797067,4.2559358619452606e-5,0.999996306868095,det
13682,0,0,1,0.0013079339951141298,4.253175505919518e-5,0.9999963158461351,det
13683,0,0,1,0.001307593893515218,4.250416940373962e-5,0.999996324802354,det
13684,0,0,1,0.0013072538802600209,4.2476601641466666e-5,0.9999963337368001,det
13685,0,0,1,0.0013069139553255947,4.24490517607647e-5,0.9999963426495243,det
13686,0,0,1,0.001306574118689021,4.242151975003021e-5,0.9999963515405893,det
13687,0,0,1,0.0013062343703273533,4.239400559766617e-5,0.9999963604100343,det
13688,0,0,1,0.001305894710217677,4.23665092920839e-5,0.9999963692579152,det
13689,0,0,1,0.0013055551383370793,4.233903082170216e-5,0.9999963780842874,det
13690,0,0,1,0.0013052156546626518,4.2311570174947155e-5,0.999996386889203,det
13691,0,0,1,0.0013048762591714922,4.2284127340252604e-5,0.9999963956727145,det
13692,0,0,1,0.0013045369518407024,4.2256702306059774e-5,0.9999964044348739,det
13693,0,0,1,0.0013041977326473887,4.2229295060817276e-5,0.99999641317573,det
13694,0,0,1,0.0013038586015686688,4.22019055929815e-5,0.9999964218953369,det
13695,0,0,1,0.001303519558581669,4.2174533891016384e-5,0.9999964305937503,det
13696,0,0,1,0.001303180603663502,4.2147179943392755e-5,0.9999964392710101,det
13697,0,0,1,0.0013028417367913151,4.2119843738589854e-5,0.9999964479271795,det
13698,0,0,1,0.0013025029579422443,4.209252526509383e-5,0.9999964565623057,det
13699,0,0,1,0.0013021642670934352,4.2065224511398463e-5,0.9999964651764409,det
13700,0,0,1,0.0013018256642220406,4.203794146600505e-5,0.999996473769637,det
13701,0,0,1,0.0013014871493052063,4.201067611742195e-5,0.9999964823419363,det
13702,0,0,1,0.0013011487223201106,4.198342845416581e-5,0.9999964908934004,det
13703,0,0,1,0.001300810383243914,4.195619846476006e-5,0.9999964994240738,det
13704,0,0,1,0.0013004721320537967,4.192898613773595e-5,0.9999965079340104,det
13705,0,0,1,0.0013001339687269372,4.1901791461631975e-5,0.9999965164232588,det
13706,0,0,1,0.0012997958932405157,4.187461442499395e-5,0.9999965248918629,det
13707,0,0,1,0.0012994579055717452,4.1847455016375965e-5,0.9999965333398875,det
13708,0,0,1,0.001299120005697813,4.182031322433859e-5,0.9999965417673744,det
13709,0,0,1,0.0012987821935959228,4.1793189037450134e-05,0.9999965501743716,det
13710,0,0,1,0.0012984444692432909,4.1766082444286566e-5,0.9999965585609327,det
13711,0,0,1,0.0012981068326171302,4.173899343343096e-5,0.9999965669271039,det
13712,0,0,1,0.0012977692836946718,4.171192199347419e-5,0.9999965752729394,det
13713,0,0,1,0.0012974318224531316,4.168486811301395e-5,0.9999965835984796,det
13714,0,0,1,0.0012970944488697685,4.165783178065645e-5,0.9999965919037912,det
13715,0,0,1,0.0012967571629217923,4.163081298501357e-5,0.9999966001888989,det
13716,0,0,1,0.0012964199645864823,4.160381171470665e-5,0.9999966084538764,det
13717,0,0,1,0.001296082853841073,4.157682795836278e-5,0.9999966166987577,det
13718,0,0,1,0.001295745830662827,4.154986170461718e-5,0.9999966249235943,det
13719,0,0,1,0.001295408895029011,4.152291294211234e-5,0.9999966331284358,det
13720,0,0,1,0.0012950720469169055,4.149598165949844e-5,0.9999966413133374,det
13721,0,0,1,0.001294735286303771,4.1469067845432227e-5,0.9999966494783347,det
13722,0,0,1,0.0012943986131668957,4.144217148857844e-5,0.9999966576234798,det
13723,0,0,1,0.0012940620274835787,4.141529257760939e-5,0.9999966657488283,det
13724,0,0,1,0.0012937255292311128,4.138843110120441e-5,0.9999966738544265,det
13725,0,0,1,0.0012933891183867945,4.136158704805003e-5,0.9999966819403179,det
13726,0,0,1,0.0012930527949279304,4.133476040684032e-5,0.9999966900065504,det
13727,0,0,1,0.001292716558831839,4.1307951166276875e-5,0.9999966980531751,det
13728,0,0,1,0.0012923804100758384,4.1281159315068455e-5,0.9999967060802399,det
13729,0,0,1,0.0012920443486372443,4.125438484193085e-5,0.9999967140877837,det
13730,0,0,1,0.0012917083744934043,4.122762773558809e-5,0.9999967220758669,det
13731,0,0,1,0.0012913724876216512,4.120088798477078e-5,0.9999967300445335,det
13732,0,0,1,0.0012910366879993185,4.117416557821676e-5,0.9999967379938234,det
13733,0,0,1,0.0012907009756037654,4.1147460504671774e-5,0.9999967459237903,det
13734,0,0,1,0.0012903653504123419,4.112077275288845e-5,0.9999967538344785,det
13735,0,0,1,0.0012900298124024097,4.109410231162684e-5,0.9999967617259345,det
13736,0,0,1,0.001289694361551334,4.10674491696543e-5,0.999996769598204,det
13737,0,0,1,0.0012893589978364975,4.1040813315745806e-5,0.9999967774513405,det
13738,0,0,1,0.001289023721235273,4.101419473868316e-5,0.9999967852853866,det
13739,0,0,1,0.0012886885317250417,4.098759342725547e-5,0.9999967931003841,det
13740,0,0,1,0.0012883534292831974,4.096100937025946e-5,0.9999968008963837,det
13741,0,0,1,0.0012880184138871393,4.093444255649903e-5,0.9999968086734321,det
13742,0,0,1,0.0012876834855142661,4.0907892974785174e-5,0.9999968164315727,det
13743,0,0,1,0.0012873486441419958,4.08813606139366e-5,0.9999968241708578,det
13744,0,0,1,0.001287013889747729,4.0854845462778535e-5,0.9999968318913234,det
13745,0,0,1,0.001286679222308894,4.0828347510144124e-5,0.9999968395930202,det
13746,0,0,1,0.0012863446418029205,4.0801866744873727e-05,0.9999968472759974,det
13747,0,0,1,0.0012860101482072388,4.07754031558147e-5,0.999996854940297,det
13748,0,0,1,0.001285675741499284,4.074895673182163e-5,0.9999968625859638,det
13749,0,0,1,0.0012853414216564992,4.0722527461756436e-5,0.9999968702130402,det
13750,0,0,1,0.0012850071886563435,4.0696115334488594e-5,0.9999968778215794,det
13751,0,0,1,0.001284673042476262,4.066972033889418e-5,0.9999968854116172,det
13752,0,0,1,0.0012843389830937291,4.064334246385724e-5,0.9999968929832084,det
13753,0,0,1,0.0012840050104862039,4.061698169826836e-5,0.9999969005363908,det
13754,0,0,1,0.0012836711246311686,4.059063803102592e-5,0.999996908071215,det
13755,0,0,1,0.0012833373255060883,4.05643114510348e-5,0.9999969155877148,det
13756,0,0,1,0.0012830036130884676,4.053800194720809e-5,0.9999969230859488,det
13757,0,0,1,0.0012826699873557809,4.051170950846503e-5,0.9999969305659479,det
13758,0,0,1,0.0012823364482855383,4.04854341237329e-5,0.9999969380277655,det
13759,0,0,1,0.0012820029958552442,4.045917578194594e-5,0.9999969454714472,det
13760,0,0,1,0.001281669630042396,4.043293447204508e-5,0.9999969528970275,det
13761,0,0,1,0.0012813363508245195,4.040671018297918e-5,0.9999969603045581,det
13762,0,0,1,0.0012810031581791336,4.038050290370388e-5,0.9999969676940811,det
13763,0,0,1,0.001280670052083769,4.035431262318217e-5,0.999996975065642,det
13764,0,0,1,0.0012803370325159518,4.032813933038392e-5,0.9999969824192804,det
13765,0,0,1,0.0012800040994532206,4.030198301428633e-5,0.9999969897550384,det
13766,0,0,1,0.0012796712528731274,4.0275843663874055e-5,0.9999969970729652,det
13767,0,0,1,0.0012793384927532222,4.024972126813862e-5,0.999997004373104,det
13768,0,0,1,0.0012790058190710635,4.0223615816078806e-5,0.9999970116554984,det
13769,0,0,1,0.001278673231804207,4.019752729670026e-5,0.999997018920186,det
13770,0,0,1,0.0012783407309302256,4.0171455699016145e-5,0.9999970261672142,det
13771,0,0,1,0.0012780083164266908,4.014540101204653e-5,0.9999970333966218,det
13772,0,0,1,0.001277675988271185,4.011936322481877e-5,0.9999970406084552,det
13773,0,0,1,0.0012773437464412942,4.0093342326367296e-5,0.9999970478027552,det
13774,0,0,1,0.001277011590914615,4.006733830573382e-5,0.9999970549795693,det
13775,0,0,1,0.0012766795216687383,4.004135115196679e-5,0.999997062138933,det
13776,0,0,1,0.0012763475386812723,4.001538085412217e-5,0.9999970692808926,det
13777,0,0,1,0.0012760156419298326,3.998942740126301e-5,0.9999970764054946,det
13778,0,0,1,0.0012756838313920183,3.996349078245886e-5,0.9999970835127691,det
13779,0,0,1,0.0012753521070454732,3.993757098678751e-5,0.9999970906027746,det
13780,0,0,1,0.0012750204688678091,3.991166800333274e-5,0.9999970976755402,det
13781,0,0,1,0.0012746889168366595,3.9885781821185843e-5,0.9999971047311091,det
13782,0,0,1,0.0012743574509296674,3.98599124294454e-5,0.999997111769526,det
13783,0,0,1,0.001274026071124478,3.983405981721689e-5,0.9999971187908315,det
13784,0,0,1,0.0012736947773987425,3.980822397361292e-5,0.9999971257950687,det
13785,0,0,1,0.001273363569730118,3.978240488775314e-5,0.9999971327822781,det
13786,0,0,1,0.0012730324480962753,3.975660254876455e-5,0.9999971397525079,det
13787,0,0,1,0.0012727014124748685,3.9730816945780495e-5,0.9999971467057879,det
13788,0,0,1,0.0012723704628435767,3.9705048067942015e-5,0.9999971536421635,det
13789,0,0,1,0.0012720395991800864,3.967929590439719e-5,0.9999971605616794,det
13790,0,0,1,0.0012717088214620781,3.965356044430081e-5,0.9999971674643723,det
13791,0,0,1,0.00127137812966724,3.962784167681483e-5,0.9999971743502813,det
13792,0,0,1,0.0012710475237732834,3.9602139591108696e-5,0.9999971812194562,det
13793,0,0,1,0.0012707170037578996,3.9576454176358145e-5,0.9999971880719281,det
13794,0,0,1,0.001270386569598804,3.955078542174652e-5,0.999997194907743,det
13795,0,0,1,0.0012700562212737093,3.952513331646389e-5,0.9999972017269383,det
13796,0,0,1,0.0012697259587603463,3.9499497849707744e-5,0.9999972085295622,det
13797,0,0,1,0.0012693957820364232,3.947387901068177e-5,0.9999972153156403,det
13798,0,0,1,0.0012690656910796887,3.944827678859763e-5,0.9999972220852241,det
13799,0,0,1,0.0012687356858678775,3.942269117267347e-5,0.9999972288383514,det
13800,0,0,1,0.0012684057663787333,3.939712215213454e-5,0.9999972355750608,det
13801,0,0,1,0.0012680759325900117,3.9371569716213245e-5,0.9999972422953964,det
13802,0,0,1,0.0012677461844794581,3.934603385414849e-5,0.9999972489993891,det
13803,0,0,1,0.0012674165220248564,3.932051455518722e-5,0.9999972556870956,det
13804,0,0,1,0.0012670869452039415,3.9295011808581655e-5,0.9999972623585298,det
13805,0,0,1,0.0012667574539945111,3.926952560359276e-5,0.999997269013749,det
13806,0,0,1,0.0012664280483743468,3.92440559294878e-5,0.9999972756527954,det
13807,0,0,1,0.0012660987283212273,3.921860277554075e-5,0.9999972822757021,det
13808,0,0,1,0.0012657694938129353,3.919316613103248e-5,0.9999972888825011,det
13809,0,0,1,0.0012654403448272785,3.916774598525146e-5,0.9999972954732399,det
13810,0,0,1,0.0012651112813420627,3.914234232749284e-5,0.9999973020479603,det
13811,0,0,1,0.0012647823033350948,3.91169551470586e-5,0.9999973086066991,det
13812,0,0,1,0.0012644534107841775,3.909158443325741e-5,0.9999973151494859,det
13813,0,0,1,0.00126412460366716,3.906623017540604e-5,0.9999973216763813,det
13814,0,0,1,0.0012637958819618313,3.904089236282624e-5,0.9999973281873955,det
13815,0,0,1,0.0012634672456460505,3.9015570984848675e-5,0.9999973346825878,det
13816,0,0,1,0.0012631386946976495,3.899026603080992e-5,0.9999973411619919,det
13817,0,0,1,0.0012628102290944577,3.8964977490053196e-5,0.9999973476256344,det
13818,0,0,1,0.0012624818488143443,3.893970535192975e-5,0.9999973540735696,det
13819,0,0,1,0.0012621535538351613,3.8914449605797004e-5,0.999997360505832,det
13820,0,0,1,0.001261825344134762,3.8889210241019154e-5,0.999997366922455,det
13821,0,0,1,0.001261497219691017,3.886398724696769e-5,0.9999973733234778,det
13822,0,0,1,0.001261169180481804,3.883878061302102e-5,0.999997379708943,det
13823,0,0,1,0.001260841226485,3.881359032856428e-5,0.9999973860788872,det
13824,0,0,1,0.0012605133576784819,3.87884163829893e-5,0.9999973924333412,det
13825,0,0,1,0.0012601855740401444,3.8763258765695186e-5,0.9999973987723471,det
13826,0,0,1,0.0012598578755478873,3.87381174660879e-5,0.9999974050959443,det
13827,0,0,1,0.0012595302621796018,3.871299247357987e-5,0.9999974114041632,det
13828,0,0,1,0.0012592027339132176,3.868788377759139e-5,0.9999974176970574,det
13829,0,0,1,0.0012588752907266249,3.866279136754822e-5,0.9999974239746459,det
13830,0,0,1,0.0012585479325977543,3.863771523288414e-5,0.9999974302369756,det
13831,0,0,1,0.0012582206595045298,3.861265536303928e-5,0.9999974364840819,det
13832,0,0,1,0.0012578934714248828,3.858761174746079e-5,0.999997442716003,det
13833,0,0,1,0.0012575663683367427,3.856258437560237e-5,0.9999974489327689,det
13834,0,0,1,0.0012572393502180558,3.853757323692501e-5,0.9999974551344206,det
13835,0,0,1,0.0012569124170467858,3.851257832089677e-5,0.9999974613210068,det
13836,0,0,1,0.0012565855688008655,3.8487599616991556e-5,0.9999974674925476,det
13837,0,0,1,0.001256258805458262,3.8462637114690905e-5,0.9999974736490843,det
13838,0,0,1,0.0012559321269969383,3.843769080348293e-5,0.9999974797906526,det
13839,0,0,1,0.0012556055333948707,3.8412760672862776e-5,0.999997485917292,det
13840,0,0,1,0.0012552790246300343,3.838784671233223e-5,0.9999974920290374,det
13841,0,0,1,0.0012549526006804083,3.8362948911399824e-5,0.9999974981259223,det
13842,0,0,1,0.0012546262615239898,3.833806725958129e-5,0.9999975042079895,det
13843,0,0,1,0.0012543000071387658,3.8313201746398705e-5,0.9999975102752685,det
13844,0,0,1,0.0012539738375027373,3.828835236138117e-5,0.999997516327797,det
13845,0,0,1,0.001253647752593926,3.826351909406505e-5,0.9999975223656227,det
13846,0,0,1,0.0012533217523903147,3.8238701933992195e-5,0.9999975283887581,det
13847,0,0,1,0.0012529958368699332,3.821390087071245e-5,0.999997534397249,det
13848,0,0,1,0.0012526700060108188,3.818911589378255e-5,0.9999975403911427,det
13849,0,0,1,0.0012523442597909796,3.81643469927649e-5,0.999997546370457,det
13850,0,0,1,0.0012520185981884687,3.813959415722992e-5,0.9999975523352427,det
13851,0,0,1,0.0012516930211813172,3.811485737675396e-5,0.9999975582855272,det
13852,0,0,1,0.0012513675287475659,3.809013664092025e-5,0.9999975642213415,det
13853,0,0,1,0.0012510421208652752,3.806543193931922e-5,0.9999975701427278,det
13854,0,0,1,0.0012507167975125083,3.8040743261547966e-5,0.9999975760497244,det
13855,0,0,1,0.00125039155866731,3.801607059720961e-5,0.9999975819423527,det
13856,0,0,1,0.0012500664043077665,3.799141393591511e-5,0.9999975878206597,det
13857,0,0,1,0.0012497413344119404,3.796677326728132e-5,0.9999975936846726,det
13858,0,0,1,0.0012494163489579233,3.794214858093247e-5,0.9999975995344327,det
13859,0,0,1,0.0012490914479238015,3.791753986649929e-5,0.9999976053699751,det
13860,0,0,1,0.001248766631287661,3.7892947113618987e-5,0.9999976111913288,det
13861,0,0,1,0.001248441899027601,3.786837031193575e-5,0.999997616998531,det
13862,0,0,1,0.001248117251121726,3.784380945110051e-5,0.9999976227916147,det
13863,0,0,1,0.0012477926875481449,3.7819264520770866e-5,0.9999976285706148,det
13864,0,0,1,0.0012474682082849761,3.779473551061124e-5,0.9999976343355681,det
13865,0,0,1,0.0012471438133103388,3.777022241029262e-5,0.9999976400865068,det
13866,0,0,1,0.0012468195026023568,3.774572520949269e-5,0.9999976458234638,det
13867,0,0,1,0.0012464952761391621,3.77212438978959e-5,0.9999976515464718,det
13868,0,0,1,0.001246171133898894,3.769677846519345e-5,0.9999976572555658,det
13869,0,0,1,0.0012458470758597074,3.7672328901083534e-5,0.9999976629507883,det
13870,0,0,1,0.0012455231019997362,3.764789519527026e-5,0.9999976686321613,det
13871,0,0,1,0.0012451992122971438,3.7623477337465116e-5,0.9999976742997241,det
13872,0,0,1,0.0012448754067300911,3.759907531738603e-5,0.9999976799535105,det
13873,0,0,1,0.0012445516852767277,3.757468912475708e-5,0.999997685593541,det
13874,0,0,1,0.0012442280479152564,3.755031874931049e-5,0.999997691219871,det
13875,0,0,1,0.0012439044946238383,3.752596418078373e-5,0.9999976968325233,det
13876,0,0,1,0.0012435810253806612,3.7501625408921515e-5,0.999997702431532,det
13877,0,0,1,0.0012432576401639071,3.7477302423474915e-5,0.9999977080169253,det
13878,0,0,1,0.0012429343389517796,3.745299521420214e-5,0.9999977135887428,det
13879,0,0,1,0.001242611121722472,3.742870377086756e-5,0.9999977191470106,det
13880,0,0,1,0.0012422879884541973,3.740442808324262e-5,0.9999977246917676,det
13881,0,0,1,0.0012419649391251734,3.7380168141105387e-5,0.9999977302230505,det
13882,0,0,1,0.001241641973713609,3.735592393424012e-5,0.9999977357408849,det
13883,0,0,1,0.001241319092197725,3.73316954524379e-5,0.9999977412453007,det
13884,0,0,1,0.0012409962945557633,3.730748268549693e-5,0.9999977467363405,det
13885,0,0,1,0.001240673580765947,3.7283285623221284e-5,0.9999977522140275,det
13886,0,0,1,0.0012403509508065293,3.725910425542238e-5,0.999997757678404,det
13887,0,0,1,0.001240028404655741,3.723493857191745e-5,0.9999977631294892,det
13888,0,0,1,0.0012397059422918487,3.721078856253118e-5,0.9999977685673272,det
13889,0,0,1,0.0012393835636931023,3.718665421709428e-5,0.9999977739919432,det
13890,0,0,1,0.0012390612688377726,3.716253552544445e-5,0.9999977794033758,det
13891,0,0,1,0.001238739057704119,3.713843247742554e-5,0.9999977848016486,det
13892,0,0,1,0.0012384169302704284,3.7114345062888586e-5,0.9999977901868037,det
13893,0,0,1,0.001238094886514961,3.7090273271690316e-5,0.9999977955588555,det
13894,0,0,1,0.0012377729264160288,3.706621709369537e-5,0.9999978009178571,det
13895,0,0,1,0.0012374510499519155,3.7042176518774006e-5,0.9999978062638333,det
13896,0,0,1,0.0012371292571009109,3.701815153680302e-5,0.9999978115968091,det
13897,0,0,1,0.0012368075478413198,3.6994142137666124e-5,0.9999978169168177,det
13898,0,0,1,0.0012364859221514592,3.6970148311253734e-5,0.9999978222238963,det
13899,0,0,1,0.0012361643800096387,3.6946170047462495e-5,0.999997827518073,det
13900,0,0,1,0.0012358429213941836,3.69222073361959e-5,0.9999978327993816,det
13901,0,0,1,0.0012355215462834174,3.6898260167363766e-5,0.9999978380678528,det
13902,0,0,1,0.001235200254655664,3.68743285308823e-5,0.9999978433235105,det
13903,0,0,1,0.0012348790464892685,3.685041241667476e-5,0.9999978485663923,det
13904,0,0,1,0.0012345579217625752,3.682651181467073e-5,0.9999978537965297,det
13905,0,0,1,0.0012342368804539306,3.680262671480623e-5,0.9999978590139523,det
13906,0,0,1,0.0012339159225416892,3.6778757107023924e-5,0.9999978642186915,det
13907,0,0,1,0.0012335950480042164,3.67549029812731e-5,0.9999978694107811,det
13908,0,0,1,0.0012332742568198674,3.673106432750917e-5,0.9999978745902443,det
13909,0,0,1,0.0012329535489670248,3.670724113569467e-5,0.9999978797571197,det
13910,0,0,1,0.001232632924424052,3.6683433395797936e-5,0.9999978849114278,det
13911,0,0,1,0.0012323123831693478,3.665964109779472e-5,0.9999978900532118,det
13912,0,0,1,0.001231991925181288,3.663586423166642e-5,0.9999978951824916,det
13913,0,0,1,0.0012316715504382828,3.661210278740176e-5,0.9999979002993113,det
13914,0,0,1,0.0012313512589187086,3.658835675499487e-5,0.9999979054036816,det
13915,0,0,1,0.0012310310506009933,3.65646261244477e-5,0.9999979104956512,det
13916,0,0,1,0.0012307109254635319,3.654091088576753e-5,0.9999979155752373,det
13917,0,0,1,0.0012303908834847437,3.6517211028968717e-5,0.999997920642472,det
13918,0,0,1,0.0012300709246430605,3.649352654407231e-5,0.9999979256973934,det
13919,0,0,1,0.0012297510489168958,3.646985742110511e-5,0.9999979307400196,det
13920,0,0,1,0.001229431256284701,3.644620365010137e-5,0.9999979357703944,det
13921,0,0,1,0.001229111546724902,3.642256522110088e-5,0.9999979407885378,det
13922,0,0,1,0.0012287919202159515,3.639894212415053e-5,0.9999979457944845,det
13923,0,0,1,0.0012284723767362862,3.637533434930304e-5,0.9999979507882536,det
13924,0,0,1,0.001228152916264387,3.635174188661873e-5,0.9999979557698945,det
13925,0,0,1,0.0012278335387786894,3.6328164726162874e-5,0.9999979607394164,det
13926,0,0,1,0.00122751424425768,3.630460285800853e-5,0.9999979656968626,det
13927,0,0,1,0.0012271950326798124,3.6281056272234086e-5,0.999997970642248,det
13928,0,0,1,0.001226875904023591,3.625752495892567e-5,0.9999979755756222,det
13929,0,0,1,0.0012265568582674774,3.623400890817445e-5,0.9999979804969965,det
13930,0,0,1,0.0012262378953899658,3.6210508110078827e-5,0.9999979854064032,det
13931,0,0,1,0.0012259190153695687,3.6187022554744006e-5,0.9999979903038849,det
13932,0,0,1,0.001225600218184771,3.61635522322806e-5,0.999997995189457,det
13933,0,0,1,0.0012252815038140798,3.614009713280621e-5,0.9999980000631501,det
13934,0,0,1,0.0012249628722360171,3.611665724644508e-5,0.9999980049249996,det
13935,0,0,1,0.0012246443234290875,3.609323256332717e-5,0.9999980097750237,det
13936,0,0,1,0.0012243258573718238,3.6069823073589587e-5,0.9999980146132589,det
13937,0,0,1,0.0012240074740427571,3.604642876737556e-5,0.9999980194397354,det
13938,0,0,1,0.0012236891734204102,3.602304963483436e-5,0.9999980242544719,det
13939,0,0,1,0.0012233709554833468,3.599968566612266e-5,0.9999980290575156,det
13940,0,0,1,0.0012230528202100863,3.597633685140206e-5,0.999998033848873,det
13941,0,0,1,0.0012227347675791997,3.595300318084193e-5,0.9999980386285888,det
13942,0,0,1,0.0012224167975692316,3.592968464461706e-5,0.9999980433966801,det
13943,0,0,1,0.0012220989101587529,3.590638123290925e-5,0.9999980481531828,det
13944,0,0,1,0.0012217811053263248,3.5883092935906226e-5,0.9999980528981185,det
13945,0,0,1,0.0012214633830505348,3.585981974380267e-5,0.9999980576315262,det
13946,0,0,1,0.001221145743309944,3.583656164679871e-5,0.9999980623534189,det
13947,0,0,1,0.0012208281860831526,3.581331863510184e-5,0.999998067063837,det
13948,0,0,1,0.0012205107113487433,3.579009069892521e-5,0.9999980717628012,det
13949,0,0,1,0.0012201933190853207,3.576687782848881e-5,0.9999980764503462,det
13950,0,0,1,0.0012198760092714833,3.574368001401863e-5,0.9999980811264969,det
13951,0,0,1,0.0012195587818858305,3.572049724574692e-5,0.9999980857912742,det
13952,0,0,1,0.001219241636906988,3.569732951391281e-5,0.9999980904447159,det
13953,0,0,1,0.001218924574313564,3.567417680876118e-5,0.999998095086841,det
13954,0,0,1,0.0012186075940841886,3.565103912054362e-5,0.9999980997176814,det
13955,0,0,1,0.0012182906961974947,3.562791643951805e-5,0.9999981043372673,det
13956,0,0,1,0.0012179738806321143,3.5604808755948496e-5,0.9999981089456229,det
13957,0,0,1,0.0012176571473666866,3.558171606010536e-5,0.9999981135427736,det
13958,0,0,1,0.0012173404963798575,3.55586383422654e-5,0.9999981181287464,det
13959,0,0,1,0.0012170239276502912,3.553557559271205e-5,0.9999981227035776,det
13960,0,0,1,0.001216707441156631,3.551252780173429e-5,0.9999981272672829,det
13961,0,0,1,0.0012163910368775423,3.54894949596279e-5,0.999998131819891,det
13962,0,0,1,0.0012160747147917028,3.546647705669514e-5,0.9999981363614352,det
13963,0,0,1,0.00121575847487778,3.544347408324413e-5,0.9999981408919376,det
13964,0,0,1,0.0012154423171144603,3.5420486029589645e-5,0.9999981454114295,det
13965,0,0,1,0.0012151262414804177,3.539751288605224e-5,0.9999981499199276,det
13966,0,0,1,0.0012148102479543573,3.53745546429595e-5,0.9999981544174711,det
13967,0,0,1,0.001214494336514965,3.535161129064458e-5,0.9999981589040765,det
13968,0,0,1,0.0012141785071409508,3.532868281944746e-5,0.9999981633797773,det
13969,0,0,1,0.0012138627598110281,3.530576921971431e-5,0.9999981678446044,det
13970,0,0,1,0.0012135470945038903,3.5282870481796804e-5,0.9999981722985672,det
13971,0,0,1,0.001213231511198273,3.5259986596054e-5,0.9999981767417062,det
13972,0,0,1,0.0012129160098728969,3.523711755285062e-5,0.999998181174044,det
13973,0,0,1,0.001212600590506494,3.521426334255775e-5,0.999998185595608,det
13974,0,0,1,0.0012122852530777903,3.5191423955552484e-5,0.9999981900064173,det
13975,0,0,1,0.0012119699975655456,3.516859938221888e-5,0.9999981944065123,det
13976,0,0,1,0.0012116548239484834,3.514578961294612e-5,0.9999981987959008,det
13977,0,0,1,0.0012113397322053828,3.512299463813104e-5,0.9999982031746298,det
13978,0,0,1,0.0012110247223149821,3.510021444817537e-5,0.9999982075427095,det
13979,0,0,1,0.001210709794256047,3.507744903348769e-5,0.9999982119001674,det
13980,0,0,1,0.00121039494800735,3.5054698384482894e-5,0.9999982162470326,det
13981,0,0,1,0.0012100801835476696,3.503196249158209e-5,0.9999982205833335,det
13982,0,0,1,0.0012097655008557768,3.5009241345212176e-5,0.9999982249090881,det
13983,0,0,1,0.0012094508999104735,3.498653493580709e-5,0.9999982292243359,det
13984,0,0,1,0.0012091363806905357,3.496384325380603e-5,0.9999982335290896,det
13985,0,0,1,0.0012088219431747572,3.494116628965474e-5,0.9999982378233718,det
13986,0,0,1,0.0012085075873419563,3.491850403380577e-5,0.9999982421072227,det
13987,0,0,1,0.0012081933131709223,3.489585647671681e-5,0.999998246380651,det
