step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,411,equal allocation,0,0,0
1000,411,equal allocation,0,0,0
1825,411,equal allocation,0,0,0
3650,411,equal allocation,0,0,0
5000,411,equal allocation,0,0,0
7300,411,equal allocation,0,0,0
10000,411,equal allocation,0,0,0
