step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,633,equal allocation,0,0,0
1000,633,equal allocation,0,0,0
1825,633,equal allocation,0,0,0
3650,633,equal allocation,0.04,0.03,0
5000,633,equal allocation,0.13,0.17,0
7300,633,equal allocation,0.37,0.65,0
10000,633,equal allocation,0.56,0.94,0
