step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,937,equal allocation,0,0,0
1000,937,equal allocation,0,0,0
1825,937,equal allocation,0,0,0
3650,937,equal allocation,0,0,0.02
5000,937,equal allocation,0,0,0.06
7300,937,equal allocation,0,0,0.16
10000,937,equal allocation,0,0,0.39
